Feature,Coefficient
Localidad_Timbúes,1.825435233545782e-11
Localidad_Las Palmeras,1.822994565202163e-11
Localidad_Melo,1.8220055744880554e-11
Localidad_Villa General Mitre (Est. Pinto),1.82169048271841e-11
Localidad_Aguas Blancas,1.821577414870169e-11
Localidad_Matilde,1.821334162271113e-11
Partido_Cochinoca,1.8212383768078836e-11
Localidad_Las Grutas,1.8211124130382596e-11
Localidad_Gaboto,1.8207212768780706e-11
Localidad_Trevelín,1.8204900818430496e-11
Localidad_Díaz,1.8203471904224037e-11
Localidad_Aldea San Juan,1.8202968183068925e-11
Localidad_Brea Pozo,1.819880435609368e-11
Localidad_Elisa,1.817683687974578e-11
Localidad_San Cosme,1.8169075746223008e-11
Localidad_Hernández,1.8164506722713303e-11
Localidad_Nono,1.815984046123667e-11
Localidad_Coronel Arnold,1.8153323871405112e-11
Localidad_Valcheta,1.814329892587408e-11
Partido_Río Seco,1.8142916701106546e-11
Localidad_El Manzano,1.814066826265434e-11
Localidad_María Susana,1.813849050410722e-11
Localidad_Trelew,1.8126103819157118e-11
Localidad_Arias,1.8121948924286357e-11
Localidad_Barrio El Congreso,1.8119310176892933e-11
Localidad_La Paquita,1.8117931058647205e-11
Localidad_Máximo Paz (Est. Paz),1.8116343496956764e-11
Localidad_Molino Doll,1.8111510841289685e-11
Localidad_San Eugenio,1.8100019154651373e-11
Localidad_Vuelta de la Barranca,1.8094229367485938e-11
Localidad_Diego de Rojas,1.8086777943026462e-11
Localidad_Venado Tuerto,1.8084136669563916e-11
Localidad_Zapala,1.8082769992446765e-11
Localidad_Ricardone,1.8082096506795333e-11
Localidad_Costa Flores,1.8081646209122643e-11
Localidad_Acceso Norte,1.807923322105883e-11
Localidad_Las Bandurrias,1.8069698467768364e-11
Localidad_Tres Cruces,1.8069513579733557e-11
Localidad_Cerrito,1.806607610263036e-11
Localidad_Tanti,1.806103986573049e-11
Localidad_Arequito,1.8057282642075174e-11
Localidad_Marull,1.8040305205214988e-11
Localidad_Sanford,1.8033989441725847e-11
Partido_Trancas,1.8033038474082083e-11
Localidad_San Pedro de Colalao,1.8033038474082083e-11
Localidad_Huanchillas,1.802963131581521e-11
Localidad_Cholila,1.802628474495658e-11
Localidad_El Tala,1.8022713214752868e-11
Localidad_San Javier y Yacanto,1.8022462253364235e-11
Localidad_Las Garzas,1.8011627307448564e-11
Localidad_James Craik,1.8010700114276218e-11
Localidad_11 de Octubre,1.8008913802128547e-11
Localidad_Carmen del Sauce,1.800353279895782e-11
Localidad_Montes de Oca,1.8003178527743892e-11
Localidad_Armstrong,1.800209670654886e-11
Localidad_Cerro Azul,1.7998381489743828e-11
Localidad_Melincué (Est. San Urbano),1.799813665862755e-11
Localidad_Las Perdices,1.799242291423154e-11
Localidad_Calabacilla,1.7989389018482407e-11
Localidad_Guatimozín,1.7988588627383152e-11
Localidad_Las Bajadas,1.798786929522459e-11
Localidad_Suardi,1.7987807559118354e-11
Localidad_Golondrina,1.798052213650343e-11
Localidad_Desvío Arijón,1.797707977084232e-11
Localidad_Colonia La Argentina,1.797630881830648e-11
Localidad_Bustinza,1.7975262206321137e-11
Localidad_Nueva Francia,1.7974957505098052e-11
Localidad_Hughes,1.7972328228433293e-11
Localidad_Coronel Rodolfo S. Domínguez,1.797162509209452e-11
Localidad_Frontera,1.7969371173888605e-11
Localidad_Villa Concepción del Tío,1.7963599139791894e-11
Localidad_Ticino,1.7961410690096776e-11
Localidad_Arroyo Algodón,1.795364628961406e-11
Localidad_Tancacha,1.7952982470504506e-11
Localidad_Dumesnil,1.7944061994288425e-11
Localidad_Villa San Marcial (Est. Gobernador Urquiza),1.79378431434404e-11
Localidad_Villa del Totoral,1.793417926101183e-11
Localidad_Urundel,1.7930744243771774e-11
Localidad_Villa Allende,1.7929254634996218e-11
Localidad_Rosario de Lerma,1.7928550535621302e-11
Localidad_Vicuña Mackenna,1.7927511005938366e-11
Localidad_Presidencia Roca,1.7922657622935418e-11
Localidad_Colonia Vignaud,1.7919407420745866e-11
Localidad_Leones,1.7917729817504647e-11
Localidad_Villa Giardino,1.791549019444526e-11
Localidad_Cruz del Eje,1.7915488510157117e-11
Localidad_Los Cardos,1.7901884345215143e-11
Localidad_La Playosa,1.7887444423404847e-11
Localidad_San Francisco,1.7878775310351937e-11
Localidad_Hualfín,1.7876427920972182e-11
Localidad_Oliva,1.7866564923673877e-11
Localidad_Uriburu,1.7862285101554458e-11
Localidad_Reconquista,1.7859439231109535e-11
Localidad_Wanda,1.7851787461175124e-11
Localidad_Sargento Cabral,1.7847746967999668e-11
Localidad_Río Tercero,1.7837517521727076e-11
Localidad_General Levalle,1.7834456144275348e-11
Localidad_Las Varas,1.7818688578665473e-11
Localidad_Senillosa,1.7813859738313296e-11
Localidad_San Carlos Centro,1.7809590699118973e-11
Localidad_Aldea Protestante,1.7805447385847922e-11
Localidad_La Eduvigis,1.78021146052531e-11
Localidad_Cutral Có,1.7800877872237e-11
Localidad_Chaupi Pozo,1.7795528808003325e-11
Localidad_Tala Huasi,1.7795440410936886e-11
Localidad_Luan Toro,1.7793857809234956e-11
Localidad_Tres Porteñas,1.779117169591458e-11
Localidad_Las Vertientes,1.7790789677283366e-11
Localidad_Villa Ciudad Parque Los Reartes,1.779043842374425e-11
Localidad_Villa Berthet,1.7787762892486084e-11
Localidad_Las Junturas,1.777757505307208e-11
Localidad_Humberto Primo,1.7777028287608624e-11
Localidad_Felicia,1.7775954011230963e-11
Localidad_Las Isletillas,1.7766305166025582e-11
Localidad_San José de la Esquina,1.7765984383890786e-11
Localidad_Ibarreta,1.7758627889312673e-11
Localidad_Coronel Olleros,1.775504492179023e-11
Localidad_Huinca Renancó,1.775461339356121e-11
Localidad_Cafayate,1.7752551840947285e-11
Localidad_Despeñaderos,1.774764648702965e-11
Localidad_Estancia Grande,1.774676881640918e-11
Localidad_Winifreda,1.7746724955065313e-11
Localidad_Pueblo Muñoz (Est. Bernard),1.774266678656319e-11
Localidad_General Fotheringham,1.7736023916396045e-11
Localidad_La Falda,1.7733269322743722e-11
Localidad_Capitán Solari,1.7731354250514718e-11
Localidad_Gessler,1.7728070418304868e-11
Localidad_Villa Huidobro,1.7725725900692144e-11
Localidad_Pronunciamiento,1.772487305645891e-11
Localidad_Tafí Viejo,1.7712653101514793e-11
Localidad_Florencia,1.7712087888995864e-11
Localidad_La Carlota,1.7711147058172426e-11
Localidad_Villa de Pocho,1.7708767475265806e-11
Localidad_Vista Alegre Norte,1.7697833862908127e-11
Localidad_Caucete,1.7686207385848553e-11
Localidad_Cruz Alta,1.7682435878107157e-11
Localidad_Nelson,1.768243100010316e-11
Localidad_Villa de las Rosas,1.76811139083145e-11
Localidad_28 de Julio,1.767611294974922e-11
Localidad_Arroyo Los Patos,1.7675971076204122e-11
Localidad_Coronda,1.7661718157909312e-11
Localidad_Lavalle,1.7655102961237755e-11
Localidad_Paraná,1.765283659331968e-11
Localidad_Empalme San Carlos,1.7644715394378818e-11
Localidad_Chapuy,1.763037621504427e-11
Localidad_Pozo Borrado,1.7628023829200407e-11
Localidad_Luque,1.762309001534843e-11
Localidad_Fortín Olmos,1.760818424214672e-11
Localidad_Sinsacate,1.760588371878183e-11
Localidad_Peyrano,1.7601737789881624e-11
Localidad_Gödeken,1.7599561208296542e-11
Localidad_Puerto Madryn,1.759772838833738e-11
Partido_Toay,1.7592377582194608e-11
Localidad_Toay,1.7592377582194608e-11
Localidad_Las Acequias,1.757886007649067e-11
Localidad_Chovet,1.757779654332623e-11
Localidad_Teodelina,1.7559881132928572e-11
Localidad_San Eduardo,1.7555341809636982e-11
Localidad_Carcarañá,1.7547402480286913e-11
Localidad_Charras,1.7539625934944425e-11
Localidad_Villa Santa Cruz del Lago,1.753229984325632e-11
Localidad_Landeta,1.7530490626469465e-11
Localidad_Sastre,1.7527115122541068e-11
Localidad_Las Rosas,1.7525949500520495e-11
Localidad_Huanqueros,1.7515983352354357e-11
Localidad_Juan Pujol,1.7511410971999907e-11
Localidad_Estación Libertad,1.750349648534513e-11
Localidad_Villa Minetti,1.7488900490059785e-11
Localidad_La Criolla (Est. Cañadita),1.7486549710569124e-11
Localidad_Fighiera,1.7481567404724427e-11
Localidad_Trenel,1.7462881468278605e-11
Localidad_Villa Guillermina,1.7454387170231525e-11
Localidad_Silvio Pellico,1.7449061785828202e-11
Localidad_Gaiman,1.743896598431241e-11
Localidad_Justiniano Posse,1.7433091273174965e-11
Localidad_Las Varillas,1.742237486624627e-11
Localidad_Piamonte,1.7418173702889787e-11
Localidad_Amenábar,1.741561142049237e-11
Localidad_Serrano,1.7409289951451683e-11
Localidad_Estación Luxardo,1.7407021405745106e-11
Localidad_General Enrique Godoy,1.740596079769918e-11
Localidad_Soledad,1.7382731059114374e-11
Localidad_Marcos Juárez,1.7382317734050815e-11
Localidad_Totoras,1.737949458391498e-11
Localidad_Colonia San Bartolomé,1.7376790389535766e-11
Localidad_Chazón,1.7374837662334555e-11
Localidad_Salsacate,1.737423718262561e-11
Localidad_El Trébol,1.737298657451817e-11
Localidad_Etruria,1.7369861380673595e-11
Localidad_Puelches,1.7368087705998602e-11
Localidad_San Carlos Norte,1.7359332926772035e-11
Localidad_Gregoria Pérez de Denis (Est. El Nochero),1.735922724340555e-11
Localidad_Plaza Clucellas,1.7347462012172155e-11
Localidad_La Candelaria,1.7345095845490368e-11
Localidad_Brinkmann,1.7343295047525863e-11
Localidad_Alpachiri,1.7342767695044012e-11
Localidad_Ambrosetti,1.7341116685235637e-11
Localidad_Los Altos,1.7340571260682143e-11
Localidad_El Carmen,1.7338904886971475e-11
Localidad_Villa El Palmar,1.7336400184819082e-11
Localidad_La Paisanita,1.7329736591203726e-11
Localidad_La Higuera,1.7328254417727156e-11
Localidad_Porteña,1.7327732490329774e-11
Localidad_Wheelwright,1.7327703008175574e-11
Localidad_Los Antiguos,1.732516495937621e-11
Localidad_María Juana,1.731294628963323e-11
Localidad_Plaza San Francisco,1.7310401500337052e-11
Localidad_Lehmann,1.7309359963194788e-11
Localidad_Colonia Bossi,1.7307139366584255e-11
Localidad_Paso de Indios,1.7305474147787656e-11
Localidad_Colonia Almada,1.7301206060296164e-11
Localidad_Las Tapias,1.7299424189786072e-11
Localidad_Aldao,1.7294312492497563e-11
Localidad_Tartagal,1.729375862996932e-11
Localidad_Puerto Santa Cruz,1.7287197351408257e-11
Localidad_Cinco Saltos,1.727605431649797e-11
Partido_Mitre,1.7274026090397803e-11
Localidad_Huerta Grande,1.727260895384961e-11
Localidad_Villa Los Llanos - Juárez Celman,1.7264449969928163e-11
Localidad_Villa Tulumba,1.7262315364317473e-11
Localidad_Capilla del Carmen,1.7253359478662568e-11
Localidad_Potrero de los Funes,1.7249414011739932e-11
Localidad_Serrezuela,1.7247347686561125e-11
Localidad_Esmeralda,1.7241030859797036e-11
Localidad_Arroyo Cabral,1.723799092419563e-11
Localidad_Carlos Pellegrini,1.7230048514693365e-11
Localidad_Gálvez,1.722145208863016e-11
Localidad_Fuentes,1.7216127056174976e-11
Localidad_Ordóñez,1.7202681703776267e-11
Localidad_Morrison,1.7198499105988438e-11
Partido_Picún Leufú,1.7194711629065618e-11
Localidad_Picún Leufú,1.7194711629065618e-11
Localidad_Colonia Bicha,1.719467722604595e-11
Localidad_Carrizales (Est. Clarke),1.718900873808303e-11
Localidad_Los Cisnes,1.718770505431155e-11
Localidad_Mundo Nuevo,1.7176043660167e-11
Localidad_San Jerónimo del Sauce,1.7173097987890534e-11
Localidad_Empalme Villa Constitución,1.7170292657701898e-11
Localidad_San Ramón de la Nueva Orán,1.714923298225568e-11
Localidad_San Gregorio,1.7142356923235622e-11
Localidad_Villa General Belgrano,1.71392245670148e-11
Localidad_Progreso,1.7132543353342556e-11
Localidad_Mendiolaza,1.7129470924010405e-11
Localidad_Presidencia Roque Sáenz Peña,1.712185656639298e-11
Partido_Comandante Fernández,1.712185656639298e-11
Localidad_General Baldissera,1.7121399820165308e-11
Localidad_Colonia Ensanche Sauce,1.712098143611305e-11
Localidad_Vera y Pintado (Est. Guaraníes),1.7114314459641773e-11
Localidad_Esteban Rams,1.7108939194145485e-11
Localidad_Kilómetro 101,1.7096831194253535e-11
Localidad_Pasco,1.709415458762864e-11
Localidad_Colonia Dolores,1.7093082354177756e-11
Localidad_San Jerónimo Norte,1.7090428867350013e-11
Localidad_Cañada del Sauce,1.70888676518768e-11
Localidad_Villa de María,1.708504170355903e-11
Localidad_Cuchillo Co,1.70849942329714e-11
Partido_Lihuel Calel,1.70849942329714e-11
Localidad_Chosmes,1.7083079310667468e-11
Localidad_General Campos,1.7075722224321352e-11
Localidad_Río Piedras,1.707184724965697e-11
Localidad_Lozada,1.7066846475803498e-11
Localidad_Cerro Colorado,1.7056207522581386e-11
Localidad_Seguí,1.7045158427032268e-11
Localidad_Panquehua,1.7044378428142776e-11
Localidad_Valle Hermoso,1.7040545945818347e-11
Localidad_Gobernador Solá,1.703545919257614e-11
Partido_Mercedes,1.703278892957431e-11
Localidad_Ciénaga del Coro,1.7032381455266912e-11
Localidad_Córdoba,1.7012686164917042e-11
Localidad_Laboulaye,1.7008204944319764e-11
Localidad_Bernardo de Irigoyen,1.699571828563777e-11
Localidad_General Cabrera,1.6965530800293018e-11
Localidad_El Alcázar,1.695322567675099e-11
Localidad_Capilla Vieja,1.6950339557620664e-11
Localidad_El Carril,1.6916516927111617e-11
Localidad_El Palenque,1.691591318981581e-11
Localidad_Toro Pujio,1.6915577324158118e-11
Localidad_Tacural,1.6901420882559725e-11
Localidad_Los Cóndores,1.6900987062048038e-11
Localidad_Pérez,1.6899853426650868e-11
Localidad_Santa Catalina (Est. Holmberg),1.6894557199609267e-11
Localidad_Colonia Cello,1.6888738476667614e-11
Localidad_Los Quirquinchos,1.688679993098273e-11
Localidad_Villa Constitución,1.6886383976365035e-11
Localidad_Ibarlucea,1.6879272316384226e-11
Localidad_Santa Eufemia,1.6877993048528307e-11
Localidad_Santa Fe,1.687359742962551e-11
Localidad_Piñero (Est. Erasto),1.686080748340555e-11
Localidad_Río Gallegos,1.6859512264485773e-11
Localidad_San Martín de los Andes,1.685461000868545e-11
Localidad_Campo Santo,1.6853089385542313e-11
Localidad_Murphy,1.685245784506804e-11
Localidad_Tortugas,1.683275731031717e-11
Localidad_Villa Saralegui,1.683234723733833e-11
Localidad_Villaguay,1.6831374482252966e-11
Localidad_El Araza,1.683054895978256e-11
Localidad_Ramona,1.6821667711123792e-11
Localidad_Unquillo,1.6820805214377594e-11
Localidad_La Pelada,1.6819035892891677e-11
Localidad_Los Cerrillos,1.6815088413631505e-11
Localidad_Susana,1.6814551419017236e-11
Localidad_Pueblo Italiano,1.6803111138737827e-11
Localidad_Arroyo Leyes,1.679159310633122e-11
Localidad_San Carlos Sud,1.678263655596346e-11
Localidad_Bouquet,1.6782227633426125e-11
Localidad_Coronel Bogado,1.6781466641901838e-11
Localidad_Lago Puelo,1.678072981550938e-11
Localidad_Chaján,1.677914454880806e-11
Localidad_Colonia Las Rosas,1.6773381807010622e-11
Localidad_Saldán,1.6773087786956867e-11
Localidad_Serodino,1.6772259528676723e-11
Localidad_General Paz,1.6771640005491727e-11
Localidad_Las Petacas,1.6770353906700445e-11
Localidad_Río Ceballos,1.6764767733626893e-11
Localidad_Cavanagh,1.67626847324428e-11
Localidad_El Tío,1.6756185520425853e-11
Localidad_Santiago Temple,1.675305369305382e-11
Localidad_Arrufo,1.675157707311994e-11
Localidad_Aarón Castellanos (Est. Castellanos),1.6748011322267453e-11
Localidad_Villa Mugueta,1.674593096652807e-11
Localidad_Bigand,1.6740480346895552e-11
Localidad_Salto de Las Rosas,1.6740134243914865e-11
Localidad_Gato Colorado,1.6739369732035942e-11
Localidad_Santa Margarita,1.673691917022743e-11
Localidad_Los Barriales,1.6733112050699108e-11
Localidad_Monte Buey,1.672886132130167e-11
Localidad_Yacimientos Río Turbio,1.6726384860830113e-11
Localidad_Seeber,1.672142973872105e-11
Localidad_San Marcos Sierra,1.6719294361510612e-11
Localidad_Bernasconi,1.6706774183388535e-11
Localidad_Villa La Bolsa,1.667919830030449e-11
Localidad_Villa María,1.6676743089059135e-11
Localidad_Ascochinga,1.667544642006851e-11
Localidad_San José de la Dormida,1.6674547570414374e-11
Localidad_Piedra del Águila,1.6664471564601927e-11
Localidad_San Genaro,1.666219296005064e-11
Localidad_Rosario,1.6656907155756198e-11
Localidad_Pueblo Andino,1.6653826817668485e-11
Localidad_Lanteri,1.6651841829260198e-11
Localidad_Vista Flores,1.6643305769695462e-11
Localidad_Russell,1.6641760396631477e-11
Localidad_San Cristóbal,1.6634560392141346e-11
Localidad_Villa Amancay,1.6627893297659328e-11
Localidad_Capitán Bermúdez,1.661585505039871e-11
Localidad_Bulnes,1.6609117236511448e-11
Localidad_María Teresa,1.6607856156412452e-11
Localidad_Funes,1.6577606671507202e-11
Localidad_Monte Ralo,1.6576197546349497e-11
Localidad_Banda del Río Salí,1.6563976362703544e-11
Localidad_Gastre,1.656113892196047e-11
Localidad_Jesús María,1.6550511676443762e-11
Localidad_María Luisa,1.6534264335023967e-11
Localidad_Villa Carlos Paz,1.6507141625349002e-11
Localidad_Luis Palacios (Est. La Salada),1.650640419645636e-11
Localidad_Embarcación,1.650600998399087e-11
Localidad_Tacuarendí (Emb. Kilómetro 421),1.6504593440865175e-11
Partido_Pellegrini,1.649865335017217e-11
Localidad_Centeno,1.6489083800415365e-11
Localidad_Las Catitas,1.6460895230314612e-11
Localidad_Villa Quilino,1.6455015464293594e-11
Localidad_Devoto,1.6454609906649463e-11
Partido_Libertad,1.6440902284512375e-11
Localidad_Caviahué,1.6428755383967046e-11
Localidad_San Carlos Minas,1.6418949447214475e-11
Localidad_Viamonte,1.64180237261112e-11
Localidad_Aldao (Est. Casablanca),1.6405690506797995e-11
Localidad_General Gelly,1.640369843652962e-11
Localidad_Laguna Paiva,1.6403485175648783e-11
Localidad_Pascanas,1.6389433783768248e-11
Localidad_Villa Río Icho Cruz,1.6380970855458448e-11
Localidad_Embalse,1.6369705129143895e-11
Localidad_Intiyaco,1.6352732430472705e-11
Localidad_Chos Malal,1.6333949268622883e-11
Localidad_Villa Parque Santa Ana,1.6333510711845082e-11
Localidad_Pueblo Esther,1.6323914070585857e-11
Localidad_Potrero de Garay,1.6320964967123444e-11
Localidad_Portezuelo,1.6307888456549633e-11
Localidad_Puerto Arroyo Seco,1.630126763633175e-11
Partido_Cañuelas,1.6299081811279336e-11
Localidad_Alejandra,1.6295350543078102e-11
Localidad_Coronel Baigorria,1.6289862396958797e-11
Localidad_La Palestina,1.6271144805134233e-11
Localidad_San Francisco de Santa Fe,1.6270388785588236e-11
Localidad_Cañada de Gómez,1.6262938030908725e-11
Localidad_Alcorta,1.6260485515398768e-11
Localidad_Monje,1.621728189912319e-11
Localidad_Las Moscas,1.621568137351074e-11
Localidad_Las Higueras,1.6208661811904885e-11
Localidad_Alejo Ledesma,1.6206288168931876e-11
Localidad_Tartagal (Est. El Tajamar),1.619466948321228e-11
Localidad_Maggiolo,1.6194649903551368e-11
Localidad_Villa Valeria,1.61894121940754e-11
Localidad_San Andrés,1.6183801563249057e-11
Localidad_General Ballivián,1.6160723719045365e-11
Localidad_Chucul,1.615955249009373e-11
Localidad_Achiras,1.6152768707428744e-11
Localidad_Salsipuedes,1.614756224413933e-11
Localidad_Villa San Lorenzo,1.614719454934035e-11
Localidad_Chuña,1.614443118045477e-11
Localidad_Vichigasta,1.6125294660994762e-11
Localidad_Carpinteria,1.6115494300592583e-11
Localidad_Lucio V. López,1.6109377955654634e-11
Localidad_Juan B. Molina,1.610920675151516e-11
Localidad_Margarita,1.6091920745880555e-11
Localidad_Palacios,1.608388332727109e-11
Localidad_Alta Gracia,1.6078446936552093e-11
Localidad_Arteaga,1.6072676876940014e-11
Localidad_Moisés Ville,1.6072428115766394e-11
Localidad_Añelo,1.6064024340520522e-11
Localidad_Rincón,1.6061352451155673e-11
Localidad_Villa Ciudad de América (Loteo Diego de Rojas),1.605985900621309e-11
Localidad_Payogasta,1.605114786868767e-11
Localidad_Acebal,1.600338938284416e-11
Localidad_Arroyo Ceibal,1.598952181331739e-11
Localidad_Santa Rosa de Calamuchita,1.5967953237938214e-11
Localidad_Capitán Montoya,1.5960162716363467e-11
Localidad_Las Parejas,1.5957541227200443e-11
Localidad_Villa Eloísa,1.595678785708768e-11
Localidad_Los Reartes,1.5954793655040887e-11
Localidad_Villa Parque Siquimán,1.5926710035339515e-11
Localidad_Curuzú Cuatiá,1.590834546247184e-11
Localidad_Cañada Ombú,1.5906392901983238e-11
Localidad_Adelia María,1.588977297336456e-11
Localidad_El Fuertecito,1.58799506132169e-11
Localidad_La Cesira,1.5879711433820435e-11
Localidad_Los Surgentes,1.5865432359213823e-11
Localidad_Malagueño,1.5829576894105647e-11
Localidad_Tránsito,1.5825663555761104e-11
Localidad_La Central,1.5817115422635066e-11
Localidad_Pirané,1.581604792194697e-11
Localidad_Varvarco,1.5811975987054547e-11
Localidad_Maciel,1.5772454610207547e-11
Localidad_Los Cocos,1.5753282993847404e-11
Localidad_Colonia Caroya,1.5752920056318772e-11
Localidad_Mina Clavero,1.5745760015271747e-11
Localidad_Alcira (Est. Gigena),1.5743997202960863e-11
Localidad_General Racedo,1.5734963624027667e-11
Localidad_Villa Cura Brochero,1.5731943994245076e-11
Localidad_Puerto Eva Perón,1.571298471475172e-11
Localidad_Larrechea,1.57038060203363e-11
Localidad_Ataliva,1.5703790897048273e-11
Localidad_Colonia Tirolesa,1.5635898614745924e-11
Localidad_Santa María de Punilla,1.560853405130177e-11
Localidad_Nuevo Torino,1.5604852234479708e-11
Localidad_Nueva Vizcaya,1.560356958597957e-11
Localidad_El Arañado,1.5599205429073185e-11
Localidad_La Picada,1.5593681974937155e-11
Localidad_Inriville,1.5574463168406333e-11
Localidad_Plaza Saguier,1.5571367223051054e-11
Localidad_La Gallareta,1.5554962412224885e-11
Localidad_Gobernador Costa,1.5533101621430758e-11
Localidad_Buta Ranquil,1.552723005046151e-11
Localidad_Villa de Soto,1.5518952094941058e-11
Localidad_Garabato,1.5514013769223214e-11
Localidad_José de la Quintana,1.5513996000190642e-11
Localidad_Villa Cañás,1.5503454591207217e-11
Localidad_Eusebia y Carolina,1.5482467710928362e-11
Localidad_Elortondo,1.5476525875709217e-11
Localidad_Concordia,1.5467498744771053e-11
Localidad_Chancani,1.5458825424006143e-11
Localidad_San Patricio del Chañar,1.5447899378864367e-11
Partido_San Roque,1.5397759439913667e-11
Partido_General Taboada,1.539623684341861e-11
Localidad_Sauce Viejo,1.5396062860995996e-11
Localidad_San Ignacio (Loteo Vélez Crespo),1.5391673650550944e-11
Localidad_Sunchales,1.5390830142369237e-11
Localidad_Emilia,1.538670542592604e-11
Localidad_Morteros,1.537207983880394e-11
Localidad_Río Bamba,1.537094726644209e-11
Localidad_Quilino,1.533714858007938e-11
Localidad_Santa Rosa de Calchines,1.531751239634834e-11
Localidad_Ingenio San Pablo,1.53158729101997e-11
Localidad_Cosquín,1.5304609189563543e-11
Localidad_Pavón Arriba,1.530397648201049e-11
Localidad_Malabrigo,1.529329313998056e-11
Localidad_Colazo,1.528170503996269e-11
Localidad_Sacanta,1.5275437356845856e-11
Localidad_La Brava,1.5261438064874658e-11
Localidad_Angélica,1.524536784395916e-11
Localidad_Pozo del Tigre,1.5193563102584846e-11
Localidad_Pedro Gómez Cello,1.5178458944794078e-11
Localidad_Loma Verde,1.51688412587418e-11
Localidad_Carrilobo,1.510140687547042e-11
Localidad_Camilo Aldao,1.5101141159431965e-11
Localidad_Freyre,1.5057057870834253e-11
Localidad_Saladero Mariano Cabal,1.5049290358286383e-11
Localidad_Irigoyen,1.503167361640441e-11
Localidad_Villa Berna,1.5020732278875054e-11
Localidad_Altos de Chipión,1.499131678047515e-11
Localidad_Río de los Sauces,1.4967049860862538e-11
Localidad_Benjamín Gould,1.4940354189214492e-11
Localidad_Concepción del Uruguay,1.4938215041297428e-11
Partido_Brandsen,1.491972802135084e-11
Localidad_Capilla del Monte,1.489046212344524e-11
Localidad_Josefina,1.4885680541383517e-11
Localidad_Classon,1.483600727233151e-11
Localidad_Colonia Barón,1.481509266408883e-11
Localidad_Villa Ascasubi,1.4814741363170858e-11
Localidad_Wenceslao Escalante,1.480427076748933e-11
Partido_Malvinas Argentinas,1.4796056913093463e-11
Partido_General Rodríguez,1.4793673328636174e-11
Localidad_Ausonia,1.478435321663154e-11
Localidad_Rafaela,1.4779808166142285e-11
Localidad_Canals,1.4735247789047523e-11
Partido_Zárate,1.4734980360210295e-11
Localidad_Presidente Roca,1.472497291798574e-11
Localidad_Laguna Larga,1.469013191825026e-11
Partido_Dolores,1.4667341129472283e-11
Localidad_Firmat,1.4622554214858495e-11
Localidad_Sebastián Elcano,1.4601002245969803e-11
Localidad_Bernardo de Irigoyen (Est. Irigoyen),1.4509320203608262e-11
Localidad_Noetinger,1.4507190486232783e-11
Partido_Tordillo,1.4455029848343428e-11
Localidad_Villa Adelina,1.4413180483575167e-11
Localidad_Ucacha,1.4384975927498753e-11
Localidad_Canning,1.4366486965932483e-11
Partido_Daireaux,1.432699173470067e-11
Partido_Quebrachos,1.432599708662465e-11
Localidad_Cacique Ariacaiquín,1.4323315206734709e-11
Localidad_Los Zapallos,1.4289612406613945e-11
Localidad_Monte Vera,1.4264241380014181e-11
Localidad_Alejandro Roca (Est. Alejandro),1.4218827162249537e-11
Localidad_San Jorge,1.4205697428594407e-11
Partido_Ensenada,1.4162422362371016e-11
Localidad_Laborde,1.4156928892348494e-11
Localidad_Villa Reducción,1.4151632593990735e-11
Localidad_Villada,1.4101231546431837e-11
Localidad_Diego de Alvear,1.4079066629493885e-11
Localidad_Berrotarán,1.4071107318877564e-11
Localidad_Humboldt,1.4066127240818433e-11
Localidad_Granadero Baigorria,1.4056687946848101e-11
Localidad_Alto Alegre,1.4051642529336481e-11
Partido_Chascomús,1.4041011181889782e-11
Localidad_Lozano (Ap. Chañi),1.3934710505885275e-11
Localidad_La Granja,1.3920481361046233e-11
Partido_Monte Hermoso,1.3896922195407878e-11
Localidad_Colonia Marina,1.3809998329302663e-11
Localidad_Franck,1.3796026685309213e-11
Partido_General Guido,1.3730103764739225e-11
Localidad_Christophersen,1.371004223826654e-11
Localidad_Del Viso,1.369808799280439e-11
Localidad_Hipólito Bouchard,1.363804341399144e-11
Localidad_Candioti,1.3611193284277897e-11
Partido_Chicligasta,1.3469238756318766e-11
Localidad_Tostado,1.325458202174099e-11
Localidad_San Francisco Solano,1.3063734186861346e-11
Partido_Rosario de Lerma,1.2900814920927017e-11
Partido_Suipacha,1.2880275321000562e-11
Localidad_Correa,1.2853383680286754e-11
Localidad_Villa Fontana,1.2841114129548893e-11
Localidad_Tolombón,1.2545200145248034e-11
Partido_Pinamar,1.2408918095537073e-11
Localidad_San Pedro,1.2362117467118869e-11
Localidad_Gerli,1.2144407541432744e-11
Partido_Tumbaya,1.172082214720402e-11
Partido_Picunches,1.0777625535391792e-11
Partido_Mayor Luis J. Fontana,1.0421821363708303e-11
Localidad_San Javier,1.034840437867669e-11
Partido_San Cristóbal,1.0127467616159946e-11
Localidad_Dolores,8.92683664562457e-12
Localidad_Indio Rico,8.743278897071055e-12
Localidad_Agustín Roca,8.739405690989709e-12
Localidad_Baigorrita,8.655062047598184e-12
Localidad_Chivilcoy,8.635611194489733e-12
Partido_Rawson,8.544741513377392e-12
Localidad_Villa Astolfi,8.54202178222922e-12
Localidad_Sierra de los Padres,8.46769618785171e-12
Localidad_Santa Coloma,8.452920479428826e-12
Localidad_Transradio,8.325010158271068e-12
Localidad_Area De Promocion El Triángulo,8.310784131642284e-12
Localidad_Bajo Hondo,8.295974664651483e-12
Localidad_General Belgrano,8.295514075329994e-12
