Feature,Coefficient
Localidad_Roca Chica,-3.047149893183067e-11
Localidad_Villa Malvinas Argentinas,-3.054758030209646e-11
Localidad_Villa Cerro Azul,-3.05850279441161e-11
Localidad_Barrio Caima,-3.0588106899677875e-11
Localidad_Rayo Cortado,-3.059933477100372e-11
Localidad_Don Cristóbal,-3.061695622974939e-11
Localidad_Villa La Rivera (Pueblo Andino),-3.06312574806151e-11
Localidad_Las Juntas,-3.063219958872134e-11
Localidad_Barrio Puente 83,-3.063805943788069e-11
Localidad_Barrio Los Olivos,-3.066693646893537e-11
Localidad_Esquina del Alambre,-3.067352362422053e-11
Localidad_Chaquiago,-3.067543651022805e-11
Localidad_Monte Nievas,-3.067746347989193e-11
Localidad_Doblas,-3.07032236704306e-11
Localidad_La Rubia,-3.072748666410758e-11
Localidad_Villa Los Aromos,-3.074076333546309e-11
Localidad_Campo Los Andes,-3.0770212302906555e-11
Localidad_Cuesta Blanca,-3.077285226937624e-11
Localidad_Santurce,-3.077485787750092e-11
Localidad_Villa del Tránsito,-3.079074517720513e-11
Localidad_Barrio Santa Lucia,-3.080039984007203e-11
Localidad_San Pedro (Est. San Pedro de Jujuy),-3.0819988083556353e-11
Localidad_Cintra,-3.084071491687529e-11
Localidad_Curupaity,-3.084763121511425e-11
Localidad_Colonia Margarita,-3.0867678817621335e-11
Localidad_El Caramelo,-3.089935295903783e-11
Localidad_Las Caleras,-3.0906490331896103e-11
Localidad_Río Pico,-3.0929393986257366e-11
Localidad_Ingeniero Miguel Sajaroff,-3.093261177473019e-11
Localidad_Paraje 29,-3.096417825407932e-11
Localidad_Lagunita Salada,-3.100941885826761e-11
Partido_Benito Juárez,-3.101441161726872e-11
Localidad_Colonia Hugues,-3.1053808441172443e-11
Localidad_Los Cipreses,-3.1062127949359287e-11
Localidad_Aldea Beleiro,-3.116300382986718e-11
Localidad_Colonia Peña,-3.116385482865791e-11
Localidad_Mariano Boedo,-3.11704783243217e-11
Localidad_Ojeda,-3.1173884199930705e-11
Localidad_Cañada del Ucle,-3.119791108108379e-11
Localidad_Las Jarillas,-3.120821617806987e-11
Localidad_Villa Futalaufquen,-3.1232319310657094e-11
Localidad_Villa Libertad (Municipio Leandro N. Alem),-3.1247513022449586e-11
Localidad_Taquimilán,-3.1294826451146565e-11
Localidad_La Batea,-3.1341547151502614e-11
Localidad_La Penca y Caraguatá,-3.1360064258996654e-11
Partido_Catan LilL,-3.137738440825902e-11
Localidad_Las Coloradas,-3.137738440825902e-11
Localidad_Jocolí Viejo,-3.139062163807157e-11
Localidad_Las Vegas,-3.139472587736258e-11
Localidad_Las Calles,-3.139897389995714e-11
Localidad_Canteras Quilpo,-3.140184807550076e-11
Localidad_Dorila,-3.1435343645591446e-11
Localidad_Colonia Italiana,-3.145895151407914e-11
Localidad_Huinganco,-3.148886538342169e-11
Partido_Salliqueló,-3.148996922960213e-11
Localidad_San Fabián,-3.149870272757891e-11
Localidad_Rueda,-3.149912811906125e-11
Localidad_Cuatro Esquinas,-3.1510084803790723e-11
Localidad_Ñorquincó,-3.151048599396024e-11
Localidad_Sa Pereyra,-3.1519681947058465e-11
Localidad_Montefiore,-3.1520219041374794e-11
Localidad_Villa Ciudad Parque Los Reartes (3a. Sección),-3.153419566016515e-11
Localidad_Cuadro Benegas,-3.155049968790537e-11
Localidad_Colonia Médici,-3.155479558873295e-11
Localidad_Media Naranja,-3.1574809186509593e-11
Localidad_Barrio La Defensa,-3.157871835044165e-11
Localidad_Caminiaga,-3.158387723204837e-11
Localidad_Los Árboles,-3.158748914256195e-11
Localidad_Villa Amelia,-3.1596082193722927e-11
Localidad_Capitán General Bernardo O'Higgins,-3.160176287982851e-11
Localidad_Vinalito,-3.1614034244321194e-11
Localidad_Colonia Raquel,-3.163399093945222e-11
Localidad_Arroyo Los Berros,-3.164162045461852e-11
Localidad_Enrique Urién,-3.165454707128165e-11
Localidad_Playa Magagna,-3.167746795586647e-11
Localidad_Valle de Anisacate,-3.1743585279533985e-11
Localidad_Nicolás Bruzzone,-3.1773092207868974e-11
Localidad_Colonia Bismarck,-3.1777802718868675e-11
Localidad_Pozo de los Indios,-3.1791973799090595e-11
Localidad_Naré,-3.1792644931919174e-11
Localidad_Coronel Fraga,-3.179799127876305e-11
Localidad_Los Talares,-3.181267549085075e-11
Localidad_Charbonier,-3.182949440293085e-11
Localidad_Guasapampa,-3.1860594550295145e-11
Localidad_Olivares de San Nicolás,-3.186487900574357e-11
Localidad_Talaini,-3.187838622360097e-11
Localidad_Esther,-3.1890019843071874e-11
Localidad_Tuclame,-3.1927362923045975e-11
Localidad_Lago Blanco,-3.193511469223717e-11
Localidad_Alto de los Quebrachos,-3.197261067704835e-11
Localidad_Misión Kilómetro 6,-3.202807301923813e-11
Partido_Castelli,-3.2148725121288654e-11
Localidad_Chorriaca,-3.218586330683006e-11
Localidad_Talita,-3.2226546548422114e-11
Localidad_El Maitén,-3.223541483870389e-11
Localidad_La Población,-3.227967272805937e-11
Localidad_Salinas del Bebedero,-3.22968155731069e-11
Localidad_La Vertiente,-3.2326419381383597e-11
Localidad_La Quinta,-3.2332116402750686e-11
Localidad_Quebracho Herrado,-3.236913976687121e-11
Localidad_Arbilla,-3.2372752772620574e-11
Localidad_Pinzón,-3.24066859483765e-11
Localidad_Jaramillo,-3.246211089495507e-11
Localidad_Villa Ciudad Parque Los Reartes (1a. Sección),-3.2475830595571505e-11
Localidad_La Cortadera,-3.2594499415403396e-11
Localidad_Los Romeros,-3.265205192720767e-11
Localidad_Las Rabonas,-3.267164469865422e-11
Localidad_Eustolia,-3.267297725525849e-11
Localidad_Larguía,-3.2699885054064996e-11
Localidad_Casa Grande,-3.270275596203261e-11
Localidad_Cruz de Caña,-3.272072613691263e-11
Localidad_Colonia Ana,-3.275026484837236e-11
Localidad_Estación Camps,-3.292428368641193e-11
Localidad_San Miguel,-3.292993238888167e-11
Localidad_Sauce Arriba,-3.292996339900464e-11
Localidad_Carolina,-3.318784514933874e-11
Localidad_Tellier,-3.324602147250947e-11
Localidad_La Rancherita,-3.3561763419017395e-11
Localidad_San Pedro Norte,-3.356722733418341e-11
Localidad_Punta Indio,-3.364895947204504e-11
Localidad_Arminda,-3.367793781655261e-11
Localidad_Villa San Isidro - José de la Quintana,-3.375191553219532e-11
Localidad_Hale,-3.3775802314346616e-11
Localidad_Colonia Durán,-3.382405303763619e-11
Localidad_Loma Bola,-3.3825570282122656e-11
Localidad_Corcovado,-3.389531290616645e-11
Partido_Pila,-3.390427839101248e-11
Localidad_Aguará Grande,-3.396897974661188e-11
Localidad_Estancia de Guadalupe,-3.4318428838711777e-11
Partido_San Pedro,-3.438066034804075e-11
Localidad_Chilibroste,-3.4600320873742886e-11
Localidad_Toba,-3.464962142540522e-11
Localidad_Angeloni,-3.4667718066941726e-11
Localidad_Mayu Sumaj,-3.46895783141758e-11
Localidad_Colmena,-3.482726284936738e-11
Localidad_Juncal,-3.483419845031451e-11
Partido_Lago Argentino,-3.492226550804323e-11
Localidad_Cepeda,-3.493464728014383e-11
Localidad_Estación Saguier,-3.495525142553501e-11
Localidad_Castilla,-3.4972992403430446e-11
Localidad_La Donosa,-3.4975129852518774e-11
Localidad_La Florida,-3.499691245275752e-11
Localidad_Atalaya,-3.501466826791827e-11
Partido_Florentino Ameghino,-3.502201533136722e-11
Localidad_Irineo Portela,-3.502633127546376e-11
Localidad_Lucas Monteverde,-3.5083613058528394e-11
Localidad_Fontezuela,-3.50937992848923e-11
Localidad_Ernestina,-3.5163772729520727e-11
Localidad_Balneario Marisol,-3.518034864804112e-11
Localidad_Moquehue,-3.527898899153484e-11
Localidad_Quebrada de los Pozos,-3.5565191963985606e-11
Partido_General La Madrid,-3.5605368323410477e-11
Partido_Iruya,-3.568239586584248e-11
Localidad_Laguna Blanca,-3.5725742732694776e-11
Localidad_El Huayco,-3.581297870489423e-11
Localidad_Los Molinos,-3.6060171206096087e-11
Partido_Eldorado,-3.624649687332058e-11
Localidad_José Juan Almeyra,-3.635250584240684e-11
Localidad_Roberto J. Payró,-3.641130286766882e-11
Localidad_Villa La Arcadia,-3.641274077101963e-11
Localidad_Cucullú,-3.642194074173003e-11
Localidad_Erézcano,-3.651173901994556e-11
Localidad_Ramón Biaus,-3.6594302738673155e-11
Localidad_Bellocq,-3.663348061594217e-11
Localidad_El Marquesado,-3.666022676372011e-11
Localidad_Barrio El Carmen Oeste,-3.67052824308992e-11
Localidad_Magdala,-3.675929041771632e-11
Localidad_Tamangueyú,-3.763612877461239e-11
Localidad_Fortín Acha,-3.7736300119838444e-11
Localidad_Chacras de San Clemente,-3.780316828448019e-11
Localidad_La Constancia,-3.78384860815942e-11
Localidad_Solís,-3.7860009310909046e-11
Localidad_Villa Espil,-3.791338688219217e-11
Localidad_Vieytes,-3.796565251670286e-11
Localidad_La Angelita,-3.7974609845241446e-11
Localidad_López,-3.797556100506685e-11
Localidad_Jorge Born,-3.800794892660064e-11
Partido_Zapala,-3.802012299199587e-11
Localidad_Villa Ruiz,-3.8034638439678095e-11
Localidad_San Sebastián,-3.8045046168971134e-11
Localidad_José B. Casas,-3.8101630016903275e-11
Localidad_Bordenave,-3.81275305356603e-11
Partido_Capitán Sarmiento,-3.8537654701508975e-11
Partido_Paso de Indios,-3.877013844007881e-11
Partido_Roque Pérez,-3.8858205576587015e-11
Localidad_Elvira,-3.912106984628994e-11
Localidad_Las Marianas,-3.926429870467298e-11
Localidad_Cazón,-3.926430070553792e-11
Localidad_San Germán,-3.926767078909702e-11
Localidad_Centro Guerrero,-3.931077247562896e-11
Localidad_Juan E. Barra,-3.931851778503461e-11
Localidad_Sarasa,-3.9341131871677744e-11
Localidad_Timote,-3.937364760899299e-11
Localidad_Pueblo Gouin,-3.942975696162803e-11
Localidad_Villa Progreso,-3.948327364233853e-11
Localidad_Quenumá,-3.950102395982378e-11
Localidad_Lin Calel,-3.950848458808963e-11
Localidad_Udaquiola,-3.950965004080877e-11
Localidad_Coronel Boerr,-3.9538926093067396e-11
Localidad_Arana,-3.9553941603702237e-11
Localidad_Casalins,-4.0583991129699245e-11
Localidad_Carlos Salas,-4.062107473440048e-11
Localidad_Mar de Cobo,-4.062667936271884e-11
Localidad_Azcuénaga,-4.0635784901429544e-11
Localidad_Antonio Carboni,-4.0644991334758534e-11
Localidad_Villa Serrana La Gruta,-4.0662936545872784e-11
Localidad_Villa Garibaldi,-4.071676514782754e-11
Partido_Lincoln,-4.0719242179511225e-11
Localidad_Duggan,-4.072261312345034e-11
Localidad_12 de Octubre,-4.0741033698501774e-11
Localidad_Mauricio Hirsch,-4.0770656549295285e-11
Localidad_Girodias,-4.078572311635729e-11
Localidad_Esteban Agustín Gascón,-4.0790029328630966e-11
Localidad_Curarú,-4.0802670638854665e-11
Localidad_Mechita (Est. Mecha),-4.0810193777579025e-11
Localidad_Porvenir,-4.081271945027379e-11
Localidad_Arroyo Venado,-4.082159656597189e-11
Localidad_Ochandío,-4.083897999200589e-11
Localidad_Ignacio Correas,-4.085614302615274e-11
Localidad_Alvarez de Toledo,-4.195398079349904e-11
Localidad_Zavalía,-4.1965101200126004e-11
Localidad_Villars,-4.200636602852603e-11
Localidad_Patricios,-4.205840413592654e-11
Localidad_El Dorado,-4.206363761630992e-11
Localidad_Barrio El Casal,-4.2072357083385635e-11
Localidad_Cadret,-4.207479888834761e-11
Localidad_Capitán Castro,-4.2084381664318115e-11
Localidad_Pasman,-4.209834026343852e-11
Localidad_Sierras Bayas,-4.2109753459354865e-11
Provincia_LA PAMPA,-4.211698777710027e-11
Localidad_Pueblo Nuevo,-4.2132908106446964e-11
Localidad_Goyena,-4.2137576094851016e-11
Localidad_Los Naranjos,-4.214056226318268e-11
Localidad_Máximo Paz,-4.22352345586492e-11
Localidad_Olascoaga,-4.224301442068844e-11
Localidad_Warnes,-4.227134788716831e-11
Localidad_Gahan,-4.233749946703075e-11
Partido_Coronel Suárez,-4.2463061874492356e-11
Localidad_San Bernardo,-4.252702471371746e-11
Partido_Alberdi,-4.3023257223892876e-11
Partido_Río Chico,-4.312484920197513e-11
Localidad_Las Martinetas,-4.316943697391784e-11
Partido_Iglesia,-4.328049708106422e-11
Localidad_Fortín Tiburcio,-4.337999317761159e-11
Localidad_De la Canal,-4.3409750874535365e-11
Localidad_Zona Aeropuerto Internacional Ezeiza,-4.343017479875041e-11
Localidad_Laplacette,-4.344416306483781e-11
Localidad_Country Los Medanos,-4.347619054021748e-11
Localidad_Los Pinos,-4.3479155401894585e-11
Localidad_Pichincha,-4.354843241922592e-11
Localidad_Parada Orlando,-4.3563271479566824e-11
Localidad_Claromecó,-4.357276551449048e-11
Localidad_San Mayol,-4.358014344383477e-11
Localidad_Smith,-4.3581010547394074e-11
Localidad_Arroyo Corto,-4.358442627376916e-11
Localidad_Juan A. de la Peña,-4.358826853851472e-11
Localidad_Gobernador Ugarte,-4.359470938840263e-11
Localidad_La Caleta,-4.3613052161127865e-11
Localidad_Pirovano,-4.361455339902124e-11
Localidad_Argerich,-4.363687438689692e-11
Localidad_Nueva Plata,-4.3670682839361075e-11
Partido_Famatina,-4.369390929324522e-11
Partido_Chicoana,-4.430749567912256e-11
Localidad_Trongé,-4.4885622884313124e-11
Localidad_Pueblo San Jorge,-4.4918825102663265e-11
Localidad_La Luisa,-4.49282018970836e-11
Partido_Mar Chiquita,-4.4936457733971444e-11
Localidad_Claraz,-4.495520434327279e-11
Localidad_Inocencio Sosa,-4.497577027409924e-11
Localidad_Gorostiaga,-4.5014715880385596e-11
Localidad_Energía,-4.5084693717706395e-11
Localidad_Carlos Beguerie,-4.6291183282390925e-11
Localidad_El Trigo,-4.630306973846394e-11
Localidad_La Rica,-4.63073897412441e-11
Localidad_La Carreta,-4.766901349733719e-11
Localidad_Licenciado Matienzo,-4.767757836622034e-11
Localidad_Colonia Seré,-4.769375516780936e-11
Partido_Pocho,-4.780769472510428e-11
Partido_Ñorquín,-4.813887529923147e-11
Localidad_Lozano,-4.918389045582271e-11
Partido_Pichi Mahuida,-5.007738411278177e-11
Partido_General Arenales,-5.0115810260670805e-11
Partido_Balcarce,-5.032453351122939e-11
Localidad_Olacapato,-5.072161937187771e-11
Localidad_Gramilla,-5.1765076808727674e-11
Localidad_El Potrero,-5.188558137762206e-11
Localidad_El Durazno,-5.290333580393003e-11
Partido_Moreno,-5.371028127738815e-11
Provincia_SAN JUAN,-5.382269318666506e-11
Partido_Puán,-5.473120223807214e-11
Localidad_Pacará,-5.6245213788859495e-11
Partido_Fray Mamerto Esquiú,-5.6369766149718394e-11
Partido_Lobería,-5.7183990375383874e-11
Partido_Paclín,-5.726689935077586e-11
Partido_Villarino,-5.731027760330312e-11
Localidad_Tamberías,-5.7723898824027565e-11
Localidad_Las Chacras,-5.8039851683757994e-11
Partido_Mártires,-5.813249307983394e-11
Partido_Coronel Pringles,-5.829375435304272e-11
Partido_Cushamen,-5.904187841184805e-11
Partido_Figueroa,-5.916703654476879e-11
Localidad_La Ramada,-5.944206248914225e-11
Partido_San Alberto,-5.989304353722422e-11
Localidad_La Puntilla,-6.102141098092045e-11
Localidad_San Antonio,-6.194973058627027e-11
Localidad_Colan Conhue,-6.284680513784768e-11
Partido_Calingasta,-6.290345030667048e-11
Partido_Saavedra,-6.389714798132703e-11
Partido_Pomán,-6.447658158171308e-11
Partido_Lobos,-6.455497571387953e-11
Partido_Santa María,-6.571129360259144e-11
Partido_Saladillo,-6.644399370868761e-11
Localidad_Villa San José,-6.809263158200572e-11
Partido_Caucete,-6.860959158136498e-11
Partido_Belgrano,-6.862762697611678e-11
Partido_Valle Viejo,-6.94823901194964e-11
Partido_Necochea,-6.969255685626303e-11
Partido_Navarro,-6.972607476854971e-11
Partido_Bolívar,-6.99995754832007e-11
Partido_Conhelo,-7.047206009846279e-11
Partido_Las Flores,-7.079319963939421e-11
Localidad_San Esteban,-7.174499576693562e-11
Localidad_Santo Tomás,-7.407166380437843e-11
Partido_Realicó,-7.507109265200697e-11
Partido_Ramón Lista,-7.53257075098132e-11
Partido_ANTARTIDA ARGENTINA,-7.779838659625273e-11
Localidad_Santa María,-7.866634939834907e-11
Partido_9 de Julio,-8.026199948889744e-11
Partido_Laprida,-8.041100088274607e-11
Partido_Junín,-8.601852650503262e-11
Partido_Gobernador Dupuy,-8.63983782595099e-11
Partido_Futaleufú,-8.647169571712224e-11
Partido_Ñorquincó,-8.699684905261625e-11
Partido_Tres Arroyos,-9.089503623964763e-11
Partido_General Las Heras,-9.119025648434885e-11
Partido_Yavi,-9.208675186946757e-11
Provincia_CATAMARCA,-9.28600880921809e-11
Partido_Andalgalá,-9.500092915503599e-11
Partido_Pilcaniyeu,-9.586766262154508e-11
Partido_Bragado,-9.615522087961938e-11
Partido_El Cuy,-1.0049249903574234e-10
Partido_General Pedernera,-1.026867601193762e-10
Partido_Pergamino,-1.0408118410758328e-10
Partido_Gastre,-1.0495221413872295e-10
Partido_Río Senguer,-1.1055881006856608e-10
Partido_Trenque Lauquen,-1.1165591714678985e-10
Partido_Carlos Tejedor,-1.2002319384191388e-10
Localidad_Los Molles,-1.202668490669517e-10
Partido_Valcheta,-1.259646111148276e-10
Partido_Chilecito,-1.3624108533459346e-10
Partido_Libertador Grl. San Martín,-1.3778554021185588e-10
Partido_25 de Mayo,-1.4174153053995456e-10
Partido_Languiñeo,-1.432576651015164e-10
Partido_Magdalena,-1.4408014726531851e-10
Partido_Chivilcoy,-1.5016908647031873e-10
Partido_San Antonio,-1.611397983416113e-10
Partido_Castro Barros,-1.613786579950657e-10
Partido_Jáchal,-1.6180765829718615e-10
Partido_Pehuajó,-1.710021150823053e-10
Partido_San Andrés de Giles,-1.83447296139258e-10
Partido_Carlos Casares,-1.8605309972964214e-10
Partido_Rinconada,-1.8787734208183947e-10
Partido_General Roca,-1.9209991427555157e-10
Partido_Ayacucho,-1.9574506979909585e-10
Partido_Santa Victoria,-1.9729246107137461e-10
Partido_Santa Catalina,-1.9958143795477327e-10
Partido_San Javier,-2.0225055251786863e-10
Partido_San Blas de los Sauces,-2.073953588678028e-10
Partido_Minas,-2.491252211830523e-10
Partido_Cruz del Eje,-2.628127831679659e-10
Partido_Susques,-2.678693041311288e-10
Provincia_LA RIOJA,-3.385815794374494e-10
Provincia_CHUBUT,-4.933300187950108e-10
Provincia_JUJUY,-6.15908648685462e-10
Provincia_RIO NEGRO,-6.763346125148381e-10
Provincia_SAN LUIS,-1.1026004926636798e-09
Provincia_BUENOS AIRES,-1.297731993589093e-09
Latitud,-1.8473712548501961e-07
Salario_promedio,-1.8811373088549196e-07
Longitud,-3.9509179751320226e-07
