Provincia,Partido,Localidad,Poblacion,ADSL,Cablemodem,Dial Up,Fibra optica,Satelital,Wireless,Telefonia Fija,3G,4G,Link,Latitud,Longitud
SANTA FE,Constitución,Sargento Cabral,1007,--,--,--,SI,--,SI,SI,--,SI,82028200,-33.43301286,-60.63019069
SANTA FE,Constitución,Stephenson,54,--,--,--,--,--,--,--,--,SI,82028210,-33.41785676,-60.55721373
SANTA FE,Constitución,Theobald,421,--,--,--,--,--,--,SI,--,SI,82028220,-33.31221726,-60.31205136
SANTA FE,Constitución,Villa Constitución,47374,SI,SI,--,SI,--,SI,SI,SI,SI,82028230,-33.23241339,-60.33249883
SANTA FE,Garay,Cayastá,3367,--,--,--,--,--,SI,SI,SI,SI,82035010,-31.2023253,-60.16145042
SANTA FE,Garay,Helvecia,5756,--,SI,--,--,--,SI,SI,--,SI,82035020,-31.09927068,-60.08815129
SANTA FE,Garay,Los Zapallos,873,--,SI,--,--,--,--,SI,--,SI,82035030,-31.49563655,-60.42864677
SANTA FE,Garay,Saladero Mariano Cabal,588,--,--,--,--,SI,SI,SI,--,SI,82035040,-30.922985,-60.04811546
SANTA FE,Garay,Santa Rosa de Calchines,3435,SI,SI,--,--,--,--,SI,SI,SI,82035050,-31.42236559,-60.33489408
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),236,--,--,--,--,--,SI,SI,--,SI,82042010,-34.33453234,-62.37480077
SANTA FE,General López,Amenábar,1605,SI,--,--,--,--,SI,SI,SI,SI,82042020,-34.13611844,-62.42290849
SANTA FE,General López,Cafferata,1449,SI,--,--,SI,--,--,--,SI,SI,82042030,-33.44141588,-62.08687147
SANTA FE,San Jerónimo,López (Est. San Martín de Tours),1368,SI,SI,--,--,--,--,SI,--,SI,82105180,-31.90696689,-61.27992954
SANTA FE,San Jerónimo,Maciel,5634,SI,SI,--,--,--,SI,SI,SI,SI,82105190,-32.45876526,-60.89311265
SANTA FE,San Jerónimo,Monje,1838,--,--,--,SI,--,--,SI,SI,SI,82105200,-32.35873566,-60.9429043
SANTA FE,San Jerónimo,Puerto Aragón,213,--,--,--,--,--,--,--,--,--,82105210,-32.24472183,-60.92398398
SANTA FE,San Jerónimo,San Eugenio,79,--,SI,--,--,--,--,--,--,SI,82105220,-32.07689539,-61.11742349
SANTA FE,San Jerónimo,San Fabián,820,SI,SI,--,--,--,SI,SI,--,--,82105230,-32.13837187,-60.98326602
SANTA FE,San Jerónimo,San Genaro,4070,SI,--,--,SI,--,SI,SI,SI,SI,82105240,-32.37353839,-61.36065692
SANTA FE,San Jerónimo,San Genaro Norte,4661,SI,SI,--,SI,--,SI,SI,--,SI,82105250,-32.36580736,-61.34017983
SANTA FE,San Justo,Angeloni,62,--,--,--,--,--,SI,--,--,--,82112010,-30.85751771,-60.64860987
SANTA FE,San Justo,Cayastacito,329,--,--,--,--,--,SI,SI,--,--,82112020,-31.11500716,-60.58140039
SANTA FE,San Justo,Colonia Dolores,502,--,--,--,--,--,SI,--,--,SI,82112030,-30.38368259,-60.33072549
SANTA FE,San Justo,Esther,41,--,--,--,--,--,SI,--,--,--,82112040,-31.04348611,-60.64486614
SANTA FE,San Justo,Gobernador Crespo,5335,SI,SI,--,--,--,SI,SI,SI,SI,82112050,-30.36483469,-60.4011684
SANTA FE,San Justo,La Criolla (Est. Cañadita),1963,SI,SI,--,--,--,SI,SI,--,SI,82112060,-30.22615795,-60.36649682
SANTA FE,San Justo,La Penca y Caraguatá,141,--,--,--,--,--,SI,SI,--,--,82112070,-30.34849644,-60.52178534
SANTA FE,San Justo,Marcelino Escalada,1646,SI,SI,--,--,--,SI,SI,SI,SI,82112080,-30.58194931,-60.46938604
SANTA FE,San Justo,Naré,341,--,--,--,--,--,SI,SI,--,--,82112090,-30.95107619,-60.46821022
SANTA FE,San Justo,Pedro Gómez Cello,554,--,--,--,--,--,SI,SI,--,SI,82112100,-30.03847434,-60.31524313
SANTA FE,San Justo,Ramayón,550,--,--,--,--,--,SI,SI,--,--,82112110,-30.67581534,-60.49955538
SANTA FE,San Justo,San Bernardo,27,--,--,--,--,--,SI,--,--,--,82112120,-30.8905395,-60.57514649
SANTA FE,San Justo,San Justo,21624,SI,--,--,SI,--,SI,SI,SI,SI,82112130,-30.79086652,-60.59403683
SANTA FE,San Justo,San Martín Norte,563,--,--,--,--,--,SI,SI,--,SI,82112140,-30.34930041,-60.30405489
SANTA FE,San Justo,Silva (Est. Abipones),360,--,--,--,--,--,SI,--,--,--,82112150,-30.44863998,-60.43007001
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),997,SI,--,--,SI,--,SI,SI,--,SI,82112160,-30.14364258,-60.33735306
SANTA FE,San Justo,Videla,2027,SI,--,--,SI,--,SI,SI,--,SI,82112170,-30.94650326,-60.65644124
SANTA FE,San Lorenzo,Aldao,587,--,SI,--,--,--,--,SI,--,SI,82119010,-32.70698532,-60.81795182
SANTIAGO DEL ESTERO,Río Hondo,La Nueva Donosa,372,--,--,--,--,--,--,--,SI,SI,86147060,-27.49292363,-64.87674181
SANTIAGO DEL ESTERO,Río Hondo,Los Miranda,86,--,--,--,--,--,--,--,--,--,86147070,-27.50837337,-64.56491901
SANTIAGO DEL ESTERO,Río Hondo,Los Núñez,573,--,--,--,SI,--,--,--,--,SI,86147080,-27.5356,-64.5275
SANTIAGO DEL ESTERO,Río Hondo,Mansupa,330,--,--,--,--,--,--,--,SI,SI,86147090,-27.49765995,-64.85558833
SANTIAGO DEL ESTERO,Río Hondo,Pozuelos,689,--,--,--,SI,SI,--,--,--,--,86147100,-27.34363384,-64.70267525
SANTIAGO DEL ESTERO,Río Hondo,Rodeo de Valdez,84,--,--,--,--,--,--,--,--,--,86147110,-27.5356,-64.5275
SANTIAGO DEL ESTERO,Río Hondo,Sauzal,224,--,--,--,--,--,--,--,--,--,86147120,-27.52808977,-64.55031153
SANTIAGO DEL ESTERO,Río Hondo,Termas de Río Hondo,32166,SI,--,--,SI,SI,SI,SI,SI,SI,86147130,-27.4969,-64.86360123
SANTIAGO DEL ESTERO,Río Hondo,Villa Giménez,163,--,--,--,--,--,--,--,--,--,86147140,-27.61136845,-64.4241384
SANTIAGO DEL ESTERO,Río Hondo,Villa Río Hondo,705,--,--,--,--,--,--,--,SI,SI,86147150,-27.6348373,-64.82027999
SANTIAGO DEL ESTERO,Río Hondo,Villa Turística del Embalse,47,--,--,--,--,--,--,--,--,--,86147160,-27.4969,-64.8636
SANTIAGO DEL ESTERO,Río Hondo,Vinará,647,--,--,--,--,--,--,--,--,SI,86147170,-27.41619544,-64.74577888
SANTIAGO DEL ESTERO,Rivadavia,Colonia Alpina,403,--,SI,--,--,SI,SI,--,--,SI,86154010,-30.03288486,-61.98588474
SANTIAGO DEL ESTERO,Rivadavia,Palo Negro,241,--,--,--,SI,--,SI,--,SI,SI,86154020,-29.64985077,-62.01863806
SANTIAGO DEL ESTERO,Rivadavia,Selva,2878,--,SI,--,SI,SI,SI,SI,SI,SI,86154030,-29.74119659,-61.9305031
SANTIAGO DEL ESTERO,Robles,Beltrán,6352,SI,--,--,--,SI,SI,SI,SI,SI,86161010,-27.85294144,-63.99761098
TUCUMAN,Yerba Buena,Yerba Buena - Marcos Paz,57392,SI,SI,--,SI,--,--,SI,SI,SI,90119030,-26.80884526,-65.31069883
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,11510,SI,SI,SI,SI,--,SI,SI,SI,SI,6189030,-38.71662391,-61.28849489
BUENOS AIRES,Coronel Dorrego,El Perdido (Est. José A. Guisasola),919,--,--,--,SI,--,SI,SI,SI,SI,6189040,-38.67577528,-61.08844218
BUENOS AIRES,Coronel Dorrego,Faro,20,--,--,--,--,--,--,--,--,--,6189050,-38.79667811,-61.06887721
BUENOS AIRES,Coronel Dorrego,Irene,13,--,--,--,--,--,--,--,SI,SI,6189060,-38.55434263,-60.69549387
BUENOS AIRES,Coronel Dorrego,Oriente,1778,--,--,--,SI,--,SI,SI,--,SI,6189070,-38.73884911,-60.60922382
BUENOS AIRES,Coronel Dorrego,Paraje La Ruta,10,--,--,--,--,--,--,--,--,SI,6189075,-38.65341641,-60.86085577
BUENOS AIRES,Coronel Dorrego,San Román,38,--,--,--,--,--,--,--,SI,SI,6189080,-38.74155509,-61.53772001
BUENOS AIRES,Coronel Pringles,Coronel Pringles (Est. Pringles),20263,SI,SI,SI,SI,--,SI,SI,SI,SI,6196010,-37.98652106,-61.35407157
BUENOS AIRES,Coronel Pringles,El Divisorio,46,--,--,--,--,--,--,--,--,SI,6196020,-38.3235636,-61.44505781
BUENOS AIRES,Coronel Pringles,El Pensamiento,12,--,--,--,--,--,--,--,--,--,6196030,-38.21540943,-61.31458478
BUENOS AIRES,Coronel Pringles,Indio Rico,1054,--,--,SI,SI,--,SI,SI,SI,SI,6196040,-38.3293771,-60.88663403
BUENOS AIRES,Coronel Pringles,Lartigau,22,--,--,--,--,--,--,--,--,--,6196050,-38.44591904,-61.56609686
BUENOS AIRES,Coronel Suárez,Cascadas,11,--,--,--,--,--,--,--,--,--,6203010,-37.28996158,-62.29716825
BUENOS AIRES,Coronel Suárez,Coronel Suárez,23621,SI,SI,SI,SI,--,SI,SI,SI,SI,6203020,-37.45962249,-61.93175301
BUENOS AIRES,Coronel Suárez,Cura Malal,95,--,--,--,--,--,--,--,--,--,6203030,-37.48430187,-62.1036196
BUENOS AIRES,Coronel Suárez,D'Orbigny,20,--,--,--,--,--,--,--,--,--,6203040,-37.67722931,-61.70526085
BUENOS AIRES,Lomas De Zamora,Llavallol,43211,SI,SI,SI,SI,--,SI,SI,SI,SI,6490010,-34.79461823,-58.43209085
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,116615,SI,SI,SI,SI,SI,SI,SI,SI,SI,6490010,-34.76276764,-58.42679039
BUENOS AIRES,Lomas De Zamora,Temperley,116368,SI,SI,SI,SI,SI,--,SI,SI,SI,6490010,-34.76748663,-58.37804613
BUENOS AIRES,Lomas De Zamora,Turdera,10199,SI,SI,SI,SI,--,--,SI,SI,SI,6490010,-34.78956072,-58.40410565
BUENOS AIRES,Lomas De Zamora,Villa Centenario,51834,--,SI,--,SI,--,SI,--,SI,SI,6490010,-34.7289933,-58.42834364
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,44713,--,SI,--,SI,--,SI,SI,SI,SI,6490010,-34.7067104,-58.44513045
CORDOBA,Colón,Los Molles,264,--,--,--,--,SI,--,--,--,--,14021180,-31.01670703,-64.22538808
BUENOS AIRES,Tigre,Ricardo Rojas,24410,SI,SI,--,SI,--,--,SI,SI,SI,6805010,-34.45633397,-58.68066703
BUENOS AIRES,Tigre,Rincón de Milberg,34588,SI,SI,--,SI,--,SI,SI,SI,SI,6805010,-34.4097532,-58.6304827
BUENOS AIRES,Tigre,Tigre,38954,SI,SI,--,SI,SI,SI,SI,SI,SI,6805010,-34.42669251,-58.57797175
BUENOS AIRES,Tordillo,General Conesa,1302,SI,SI,--,--,--,SI,SI,SI,SI,6812010,-36.52085874,-57.3249371
BUENOS AIRES,Tordillo,Villa Roch,0,--,--,--,--,--,SI,--,SI,SI,6812010,-36.47352064,-57.338409
BUENOS AIRES,Tornquist,Chasicó,203,--,--,--,--,--,--,SI,--,--,6819010,-38.33522584,-62.64240999
BUENOS AIRES,Tornquist,Saldungaray,1351,SI,--,--,--,--,--,SI,SI,SI,6819020,-38.2028131,-61.76789252
BUENOS AIRES,Tornquist,Sierra de la Ventana,2165,--,SI,--,SI,--,--,SI,SI,SI,6819030,-38.13667161,-61.79568604
SAN LUIS,Ayacucho,Los Quemados,0,--,--,--,--,--,--,--,--,--,74007070,-31.89160776,-65.73132018
SAN LUIS,Ayacucho,Luján,2016,--,--,--,--,--,SI,SI,--,--,74007040,-32.36603491,-65.942544
CORDOBA,Colón,Malvinas Argentinas,12187,SI,--,--,SI,--,SI,SI,SI,SI,14021190,-31.36770254,-64.05031964
CORDOBA,Colón,Mendiolaza,10271,SI,SI,--,SI,--,SI,SI,SI,SI,14021200,-31.26346798,-64.30383365
CORDOBA,Colón,Mi Granja,1739,--,--,--,SI,--,--,SI,--,--,14021210,-31.35011066,-63.9996451
CORDOBA,Colón,Pajas Blancas,96,--,--,--,--,--,SI,--,SI,SI,14021220,-31.21463567,-64.27682599
CORDOBA,Colón,Río Ceballos,19688,SI,SI,--,SI,SI,SI,SI,SI,SI,14021230,-31.17485356,-64.30967618
CORDOBA,Colón,Saldán,10605,SI,SI,--,SI,--,SI,SI,SI,SI,14021240,-31.31426968,-64.3129043
CORDOBA,Colón,Salsipuedes,9612,SI,SI,--,SI,--,SI,SI,SI,SI,14021250,-31.13883441,-64.29066104
CORDOBA,Colón,Santa Elena,982,--,--,--,--,--,--,--,--,--,14021260,-31.2593058,-64.07531896
CORDOBA,Colón,Tinoco,169,--,--,--,--,--,--,SI,--,--,14021270,-31.12387902,-63.89237778
CORDOBA,Colón,Unquillo,18086,SI,SI,--,SI,--,SI,SI,SI,SI,14021280,-31.2319725,-64.31774256
CORDOBA,Juárez Celman,Los Cisnes,559,SI,--,--,SI,--,SI,SI,--,SI,14056110,-33.4000601,-63.47165156
CORDOBA,Juárez Celman,Olaeta,619,--,SI,--,--,--,--,SI,--,SI,14056120,-33.04348212,-63.90859574
CORDOBA,Juárez Celman,Pacheco de Melo,60,--,--,--,--,--,--,--,--,--,14056130,-33.76005751,-63.48985898
CORDOBA,Juárez Celman,Paso del Durazno,12,--,--,--,--,--,--,--,--,--,14056140,-33.17045545,-64.04786701
CORDOBA,Juárez Celman,Santa Eufemia,2401,--,SI,--,--,SI,SI,SI,SI,SI,14056150,-33.17675296,-63.28203587
CORDOBA,Juárez Celman,Ucacha,5136,SI,SI,--,SI,--,SI,SI,SI,SI,14056160,-33.03343928,-63.50825716
CORDOBA,Juárez Celman,Villa Reducción,1732,--,--,--,--,--,SI,SI,SI,SI,14056170,-33.20145563,-63.86222072
CORDOBA,Marcos Juárez,Alejo Ledesma,3299,--,--,--,SI,SI,SI,SI,SI,SI,14063010,-33.60761259,-62.62614057
CORDOBA,Marcos Juárez,Arias,7075,SI,--,--,--,--,--,SI,SI,SI,14063020,-33.64116328,-62.40278901
CORDOBA,Marcos Juárez,Camilo Aldao,5197,SI,--,--,SI,SI,--,SI,SI,SI,14063030,-33.12374083,-62.09659546
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,483,SI,--,--,--,--,SI,SI,--,--,14063040,-33.24720281,-62.26973836
CORDOBA,Marcos Juárez,Cavanagh,1202,--,--,--,--,--,SI,SI,--,SI,14063050,-33.4783349,-62.33934646
CORDOBA,Marcos Juárez,Colonia Barge,153,--,--,--,--,--,--,--,--,--,14063060,-33.25854115,-62.60816283
CORRIENTES,San Martín,Yapeyú,1736,--,--,--,--,--,--,SI,SI,SI,18147040,-29.4706323,-56.81583589
CORRIENTES,San Miguel,Loreto,1938,--,--,--,--,SI,SI,SI,--,SI,18154010,-27.76845141,-57.27483908
CORRIENTES,San Miguel,San Miguel,4792,--,--,--,--,SI,SI,SI,SI,SI,18154020,-27.99477351,-57.59195398
CORRIENTES,San Roque,9 de Julio (Est. Pueblo 9 de Julio),2209,--,--,--,--,--,--,SI,--,SI,18161030,-28.84183486,-58.82804638
CORRIENTES,San Roque,Chavarría,2506,--,--,--,--,SI,--,SI,--,--,18161010,-28.95492182,-58.57164898
CORRIENTES,San Roque,Colonia Pando,440,--,--,--,--,--,--,--,--,SI,18161020,-28.52521488,-58.48693455
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),1585,--,--,--,--,SI,--,SI,--,SI,18161040,-28.75054335,-58.65453687
CORRIENTES,San Roque,San Roque,7323,--,--,--,--,SI,--,SI,SI,SI,18161050,-28.57323088,-58.71005675
CORRIENTES,Santo Tomé,Garruchos,803,--,--,--,--,--,--,--,--,SI,18168020,-28.17294359,-55.6513324
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,30666,SI,--,--,SI,SI,--,SI,SI,SI,18168030,-28.04555668,-56.01901972
CORRIENTES,Santo Tomé,José Rafael Gómez,861,--,--,--,--,--,SI,--,--,SI,18168010,-28.22601436,-55.7844092
CORRIENTES,Santo Tomé,Santo Tomé,23299,SI,--,--,--,SI,SI,SI,SI,SI,18168040,-28.55115882,-56.04208628
CORRIENTES,Sauce,Sauce,7014,--,SI,--,--,SI,--,SI,SI,SI,18175010,-30.08675287,-58.78796173
ENTRE RIOS,Colón,Arroyo Barú,489,--,--,--,SI,SI,SI,SI,--,SI,30008010,-31.86736308,-58.44570286
LA PAMPA,Realicó,Adolfo Van Praet,279,--,SI,--,--,SI,SI,SI,--,--,42133010,-35.01791303,-64.03511786
LA PAMPA,Realicó,Alta Italia,1350,--,--,--,--,SI,SI,SI,--,--,42133020,-35.33385956,-64.11824054
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),300,--,--,--,SI,--,SI,SI,--,--,42133030,-35.04155585,-64.38471261
LA PAMPA,Realicó,Embajador Martini,1336,SI,--,--,SI,SI,SI,SI,--,SI,42133040,-35.38618548,-64.28368573
LA PAMPA,Realicó,Falucho,177,--,--,--,--,SI,SI,SI,--,--,42133050,-35.18908144,-64.10387323
LA PAMPA,Realicó,Ingeniero Luiggi,4659,--,--,--,SI,SI,SI,SI,SI,SI,42133060,-35.38375044,-64.4685686
LA PAMPA,Realicó,Ojeda,70,--,--,--,--,--,SI,--,--,--,42133070,-35.30682777,-64.00547256
LA PAMPA,Realicó,Realicó,7343,SI,--,SI,SI,SI,SI,SI,SI,SI,42133080,-35.03688575,-64.24542097
LA PAMPA,Toay,Cachirulo,40,--,--,--,--,--,--,--,SI,SI,42140005,-36.74739615,-64.3673907
LA PAMPA,Toay,Naicó,3,--,--,--,--,--,--,--,--,--,42140010,-36.92838652,-64.39525086
LA PAMPA,Toay,Toay,11626,SI,SI,--,SI,SI,SI,SI,SI,SI,42140020,-36.67515777,-64.38032538
LA PAMPA,Trenel,Arata,1026,--,--,--,SI,SI,SI,SI,SI,SI,42147010,-35.63812319,-64.35741256
NEUQUEN,Lácar,San Martín de los Andes,27956,SI,SI,--,SI,SI,SI,SI,SI,SI,58056010,-40.15376007,-71.35500986
NEUQUEN,Lácar,Villa Lago Meliquina,105,SI,--,--,SI,SI,SI,SI,--,SI,58056020,-40.38168755,-71.26161528
NEUQUEN,Loncopué,Chorriaca,403,--,--,--,--,SI,SI,--,--,--,58063010,-37.92962405,-70.05621582
NEUQUEN,Loncopué,Loncopué,4877,--,SI,SI,--,SI,SI,SI,--,SI,58063020,-38.06994327,-70.6124039
NEUQUEN,Los Lagos,Villa La Angostura,11063,SI,--,SI,SI,SI,SI,SI,SI,SI,58070010,-40.76317607,-71.64519675
NEUQUEN,Los Lagos,Villa Traful,356,--,--,--,--,SI,--,SI,--,--,58070020,-40.65153362,-71.40697334
NEUQUEN,Minas,Andacollo,2481,--,--,SI,SI,SI,SI,SI,--,--,58077010,-37.18141006,-70.66907654
NEUQUEN,Minas,Huinganco,733,--,--,SI,--,SI,SI,SI,--,--,58077020,-37.16225374,-70.62403508
NEUQUEN,Minas,Las Ovejas,1128,--,--,--,--,--,SI,SI,--,--,58077030,-36.98813433,-70.74870013
NEUQUEN,Minas,Los Miches,201,--,--,--,--,--,--,--,--,--,58077040,-37.20792729,-70.82086086
NEUQUEN,Minas,Manzano Amargo,334,--,--,--,--,--,SI,--,--,--,58077050,-36.74755385,-70.765279
NEUQUEN,Minas,Varvarco,445,--,--,--,--,--,SI,--,--,SI,58077060,-36.85756317,-70.6784178
NEUQUEN,Minas,Villa del Nahueve,197,--,--,--,--,--,SI,--,--,--,58077070,-37.12098389,-70.76874659
BUENOS AIRES,Coronel Suárez,Huanguelén,5020,--,--,SI,SI,--,SI,SI,SI,SI,6203050,-37.06222882,-61.92975291
BUENOS AIRES,Coronel Suárez,Pasman,165,--,--,--,--,--,SI,--,--,--,6203060,-37.22343514,-62.16022592
BUENOS AIRES,Coronel Suárez,San José,2234,--,SI,--,SI,--,--,SI,--,SI,6203070,-37.50774803,-61.92114731
BUENOS AIRES,Coronel Suárez,Santa María,1832,--,SI,--,SI,--,--,SI,--,SI,6203080,-37.55658568,-61.87263436
BUENOS AIRES,Coronel Suárez,Santa Trinidad,1474,--,SI,--,SI,--,--,SI,SI,SI,6203090,-37.48910365,-61.92527612
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,434,--,SI,--,SI,--,--,--,--,--,6203100,-38.13450253,-61.78855535
BUENOS AIRES,Daireaux,Andant,42,--,--,--,--,--,--,--,--,--,6231010,-36.55849075,-62.1372261
BUENOS AIRES,Daireaux,Arboledas,632,--,--,--,--,--,--,SI,--,SI,6231020,-36.88277085,-61.48781791
BUENOS AIRES,Daireaux,Daireaux,12122,SI,--,--,--,SI,SI,SI,SI,SI,6231030,-36.60017492,-61.74501327
BUENOS AIRES,Daireaux,La Larga,53,--,--,--,--,--,--,--,--,--,6231040,-36.70629883,-61.92310715
BUENOS AIRES,Daireaux,La Manuela,0,--,--,--,--,--,--,--,--,--,6231030,-36.74519306,-62.06996738
BUENOS AIRES,Daireaux,Salazar,1924,--,--,--,--,--,SI,SI,SI,SI,6231060,-36.30711716,-62.20033659
BUENOS AIRES,Dolores,Dolores,25940,SI,SI,SI,SI,--,SI,SI,SI,SI,6238010,-36.31612157,-57.67526573
BUENOS AIRES,Dolores,Sevigne,286,--,--,--,--,--,SI,SI,SI,SI,6238020,-36.20672843,-57.74137073
BUENOS AIRES,Luján,Barrio Las Casuarinas,0,--,--,--,SI,--,SI,SI,SI,SI,6497060,-34.56074572,-59.17008371
BUENOS AIRES,Luján,Carlos Keen,557,--,--,--,--,--,SI,SI,SI,SI,6497020,-34.48628198,-59.21808613
BUENOS AIRES,Luján,Club de Campo Los Puentes,302,--,--,--,--,--,--,--,SI,SI,6497025,-34.57601269,-59.0214106
BUENOS AIRES,Luján,Cortines,0,SI,--,--,SI,--,SI,SI,SI,SI,6497060,-34.55906338,-59.20442662
BUENOS AIRES,Luján,Country Club Las Praderas,0,--,--,--,--,--,--,--,--,SI,6497070,-34.49026567,-59.13248631
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),0,SI,SI,--,SI,--,SI,SI,SI,SI,6497060,-34.60285533,-59.17575291
BUENOS AIRES,Luján,Lezica y Torrezuri,0,--,--,--,--,--,SI,--,SI,SI,6497060,-34.58069974,-59.05823087
BUENOS AIRES,Luján,Luján,97363,SI,SI,SI,SI,SI,SI,SI,SI,SI,6497060,-34.57065507,-59.10954018
BUENOS AIRES,Luján,Olivera,1926,--,--,--,SI,--,SI,SI,SI,SI,6497070,-34.62650417,-59.25338051
CORDOBA,Punilla,Las Jarillas,103,--,--,--,--,--,SI,--,--,--,14091130,-31.51822566,-64.53459288
SAN LUIS,Ayacucho,Pampa Grande,0,--,--,--,SI,--,--,--,--,--,74007010,-32.37242247,-66.30775487
SAN LUIS,Ayacucho,Pozo Del Molle,0,--,--,--,--,--,--,--,--,--,74007010,-32.53991654,-66.1496998
BUENOS AIRES,Tornquist,Tornquist,6473,SI,SI,--,SI,SI,--,SI,SI,SI,6819040,-38.09899831,-62.22180913
BUENOS AIRES,Tornquist,Tres Picos,82,--,--,--,--,--,--,--,--,SI,6819050,-38.28677493,-62.20731174
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,52,--,SI,--,--,--,--,--,--,--,6819060,-38.05682663,-62.07826183
BUENOS AIRES,Tornquist,Villa Ventana,609,SI,--,--,--,--,--,SI,--,SI,6819070,-38.07957657,-61.93113835
BUENOS AIRES,Trenque Lauquen,30 de Agosto,4777,--,SI,--,SI,--,--,SI,SI,SI,6826040,-36.27797201,-62.54530887
BUENOS AIRES,Trenque Lauquen,Berutti,1098,--,--,--,SI,--,--,SI,SI,SI,6826010,-35.85803114,-62.5126329
BUENOS AIRES,Trenque Lauquen,Girodias,161,SI,--,--,--,--,SI,SI,--,--,6826020,-36.3674518,-62.35696609
BUENOS AIRES,Trenque Lauquen,La Carreta,45,--,--,--,--,--,SI,--,--,--,6826030,-36.20757675,-62.23868942
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,33442,SI,--,SI,SI,SI,SI,SI,SI,SI,6826050,-35.97469516,-62.73230997
BUENOS AIRES,Trenque Lauquen,Trongé,23,--,--,--,--,--,SI,--,--,--,6826060,-36.46030924,-62.4871229
BUENOS AIRES,Tres Arroyos,Balneario Orense,77,--,--,--,--,--,--,--,SI,SI,6833010,-38.8079581,-59.73829894
BUENOS AIRES,Escobar,Ingeniero Maschwitz,14734,SI,SI,--,SI,--,SI,SI,SI,SI,6252010,-34.37900063,-58.73033424
BUENOS AIRES,Escobar,Loma Verde,3783,--,--,--,SI,--,--,--,SI,SI,6252010,-34.32852349,-58.85069977
BUENOS AIRES,Escobar,Maquinista F. Savio (este),37480,SI,SI,--,SI,--,SI,SI,SI,SI,6252010,-34.39648883,-58.76294588
BUENOS AIRES,Escobar,Matheu,16903,SI,SI,--,SI,SI,SI,SI,SI,SI,6252010,-34.36887797,-58.84022919
BUENOS AIRES,Escobar,Puerto Paraná,0,--,--,--,--,--,--,--,SI,SI,6252010,-34.2467,-58.7308
BUENOS AIRES,Esteban Echeverría,9 De Abril,50116,SI,SI,SI,SI,--,SI,SI,SI,SI,6260010,-34.75650758,-58.49029235
BUENOS AIRES,Esteban Echeverría,Canning,7941,SI,SI,--,SI,--,SI,SI,SI,SI,6260010,-34.88497914,-58.47780994
CORDOBA,Marcos Juárez,Colonia Italiana,738,--,SI,--,--,--,SI,--,SI,--,14063070,-33.31191809,-62.18079879
CORDOBA,Marcos Juárez,Colonia Veinticinco,17,--,--,--,--,--,--,--,--,--,14063080,-32.88836793,-61.93478259
CORDOBA,Marcos Juárez,Corral de Bustos,10407,SI,SI,--,SI,--,SI,SI,SI,SI,14063090,-33.28162199,-62.18545089
CORDOBA,Marcos Juárez,Cruz Alta,7200,SI,--,--,SI,SI,SI,SI,SI,SI,14063100,-33.00699473,-61.8109726
CORDOBA,Marcos Juárez,General Baldissera,2387,SI,--,--,--,SI,--,SI,SI,SI,14063110,-33.12201718,-62.30372126
CORDOBA,Marcos Juárez,General Roca,2777,SI,--,--,SI,SI,--,SI,SI,SI,14063120,-32.73051153,-61.91713871
CORDOBA,Marcos Juárez,Guatimozín,2428,SI,--,--,--,SI,SI,--,SI,SI,14063130,-33.46174113,-62.43914345
CORDOBA,Marcos Juárez,Inriville,3709,SI,--,--,--,--,SI,SI,SI,SI,14063140,-32.94384052,-62.23054875
CORDOBA,Marcos Juárez,Isla Verde,4361,SI,SI,--,SI,--,--,SI,SI,SI,14063150,-33.24010715,-62.40442655
CORDOBA,Marcos Juárez,Leones,10391,SI,SI,--,SI,--,SI,SI,SI,SI,14063160,-32.65839141,-62.29991463
CORDOBA,Marcos Juárez,Los Surgentes,2752,SI,--,--,SI,SI,--,SI,SI,SI,14063170,-32.98438263,-62.02370399
ENTRE RIOS,Colón,Colón,23150,SI,SI,--,SI,SI,SI,SI,SI,SI,30008020,-32.22321809,-58.14196748
ENTRE RIOS,Colón,Colonia Hugues,74,--,--,--,--,--,SI,--,--,--,30008030,-32.29636577,-58.23296812
ENTRE RIOS,Colón,El Brillante,0,--,--,--,--,--,SI,--,--,--,30008100,-32.17976698,-58.21223288
ENTRE RIOS,Colón,El Colorado,0,--,--,--,--,--,--,--,SI,SI,30008100,-32.18190175,-58.19185619
ENTRE RIOS,Colón,Hambis,58,--,--,--,--,--,SI,--,--,--,30008040,-31.96295135,-58.50820595
ENTRE RIOS,Colón,Hocker,0,--,--,--,--,--,--,--,--,SI,30008100,-32.08749585,-58.34170584
ENTRE RIOS,Colón,Hocker,98,--,--,--,--,SI,SI,--,--,SI,30008100,-32.08749585,-58.34170584
