Provincia,Partido,Localidad,Poblacion,ADSL,Cablemodem,Dial Up,Fibra optica,Satelital,Wireless,Telefonia Fija,3G,4G,Link,Latitud,Longitud
CHUBUT,Cushamen,Lago Epuyén,392,--,--,--,--,--,--,--,--,--,26014080,-42.21353568,-71.42966254
CHUBUT,Cushamen,Lago Puelo,3129,SI,--,--,SI,--,SI,SI,SI,SI,26014090,-42.06729231,-71.59815756
CHUBUT,Cushamen,Leleque,116,--,--,--,--,SI,--,SI,--,--,26014100,-42.42886262,-71.06839516
CHUBUT,Escalante,Acceso Norte,0,--,--,--,--,SI,--,--,SI,SI,26021020,-45.78280733,-67.50333679
CHUBUT,Escalante,Astra,341,--,--,--,--,--,--,--,SI,--,26021010,-45.73660755,-67.48521473
CHUBUT,Escalante,Bahía Bustamante,25,--,--,--,--,--,--,--,--,--,26021020,-45.11435528,-66.53491662
CHUBUT,Escalante,Barrio 25 De Mayo,0,--,--,--,--,--,--,--,SI,SI,26021020,-45.82484546,-67.4616496
CHUBUT,Escalante,Barrio Caleta Cordova,0,--,--,--,--,SI,--,--,SI,--,26021020,-45.74825086,-67.37865018
CHACO,O Higgins,San Bernardo,9379,--,--,--,--,--,--,--,SI,SI,22112030,-27.29043841,-60.71497363
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,9642,SI,SI,--,SI,--,SI,SI,SI,SI,22119010,-27.00297144,-59.84760039
CHACO,Quitilipi,Quitilipi,24517,SI,--,--,SI,--,SI,SI,SI,SI,22133010,-26.87320717,-60.21852412
CHACO,Quitilipi,Villa El Palmar,879,--,--,--,--,--,SI,--,--,SI,22133020,-26.45511862,-60.16461659
CHACO,San Fernando,Barranqueras,54698,SI,SI,--,SI,--,SI,SI,SI,SI,22140010,-27.48777393,-58.93274169
CHACO,San Fernando,Basail,1929,SI,SI,--,--,SI,SI,SI,SI,SI,22140020,-27.8868656,-59.27910036
CHACO,San Fernando,Colonia Baranda,336,--,--,--,--,--,--,--,SI,SI,22140030,-27.56204494,-59.30969118
CHACO,San Fernando,Fontana,32027,--,--,--,SI,--,SI,--,SI,SI,22140040,-27.41671274,-59.04393779
CHACO,San Fernando,Puerto Vilelas,8278,--,--,--,SI,SI,--,--,SI,SI,22140050,-27.51060908,-58.93899447
CHACO,San Fernando,Resistencia,290723,SI,SI,SI,SI,SI,SI,SI,SI,SI,22140060,-27.45211946,-58.98761744
CORDOBA,San Justo,Saturnino María Laspiur,2496,--,SI,--,--,SI,--,SI,SI,SI,14140370,-31.70293195,-62.48401809
CORDOBA,San Justo,Seeber,582,SI,--,--,--,--,--,--,--,SI,14140380,-30.92397265,-61.97373743
CORDOBA,San Justo,Toro Pujio,173,SI,--,--,--,--,--,SI,--,SI,14140390,-31.10904018,-62.98765062
CORDOBA,San Justo,Tránsito,2886,SI,--,--,--,--,SI,SI,SI,SI,14140400,-31.42511095,-63.19540386
CORDOBA,San Justo,Trinchera,0,--,--,--,--,--,--,--,--,--,14140070,-31.94726219,-62.81973288
CORDOBA,San Justo,Villa Concepción del Tío,1848,--,SI,--,--,--,SI,SI,SI,SI,14140420,-31.3224689,-62.81447458
CORDOBA,San Justo,Villa del Tránsito,227,--,--,--,--,--,SI,--,--,--,14140430,-31.44740377,-63.19401397
CORDOBA,San Justo,Villa San Esteban,82,--,--,--,--,--,SI,--,--,--,14140440,-31.6335474,-62.89676682
CORDOBA,Santa María,Alta Gracia,48140,SI,SI,--,SI,--,SI,SI,SI,SI,14147010,-31.65767983,-64.42882141
CORDOBA,Santa María,Anisacate,2991,SI,--,--,--,--,SI,SI,--,--,14147020,-31.72313787,-64.41448634
CORDOBA,Santa María,Barrio Gilbert,1277,--,--,--,--,--,--,--,--,--,14147030,-31.44265082,-64.31786231
CORDOBA,Santa María,Barrio Las Quintas,0,--,--,--,--,--,--,--,SI,--,14147220,-31.55029252,-64.43342562
CORDOBA,Santa María,Barrio Villa del Parque,0,--,--,--,--,--,--,--,--,--,14147280,-31.77721933,-64.53207797
CORDOBA,Santa María,Bouwer,841,--,--,--,--,--,--,SI,SI,SI,14147050,-31.55766696,-64.19446584
CORDOBA,Santa María,Campos del Virrey,188,--,--,--,--,--,--,--,--,--,14147055,-31.58543541,-64.34397701
CORDOBA,Santa María,Caseros Centro,243,--,--,--,--,--,--,--,--,SI,14147060,-31.52925615,-64.16886661
CORDOBA,Santa María,Causana,55,--,--,--,--,--,--,--,--,--,14147065,-31.46379116,-64.4124514
CORDOBA,Santa María,Costa Azul,201,--,--,--,--,--,--,--,SI,SI,14147070,-31.72472894,-64.39392722
BUENOS AIRES,Avellaneda,Pineyro,28102,--,SI,--,SI,--,--,SI,SI,SI,6035010,-34.66854979,-58.38860291
BUENOS AIRES,Avellaneda,Sarandí,63281,SI,SI,SI,SI,SI,SI,SI,SI,SI,6035010,-34.68437166,-58.34810131
BUENOS AIRES,Avellaneda,Villa Domínico,61273,SI,SI,--,SI,--,SI,SI,SI,SI,6035010,-34.69863151,-58.33636026
BUENOS AIRES,Avellaneda,Wilde,68624,SI,SI,SI,SI,--,SI,SI,SI,SI,6035010,-34.70615884,-58.32183492
BUENOS AIRES,Ayacucho,Ayacucho,17364,SI,--,SI,--,--,SI,SI,SI,SI,6042010,-37.15366957,-58.48954767
BUENOS AIRES,Ayacucho,La Constancia,49,--,--,--,--,--,SI,--,--,--,6042020,-37.22862561,-58.760389
BUENOS AIRES,Ayacucho,Solanet,47,--,--,--,--,--,SI,--,--,SI,6042030,-36.84449844,-58.50714217
BUENOS AIRES,Ayacucho,Udaquiola,91,--,--,--,--,SI,SI,--,--,--,6042040,-36.56375135,-58.53333442
BUENOS AIRES,Azul,16 de Julio,111,--,--,--,--,--,--,--,SI,SI,6049050,-37.20205248,-60.16521392
BUENOS AIRES,Hurlingham,Villa Santos Tesei,66463,SI,SI,SI,SI,--,SI,SI,SI,SI,6408010,-34.61239444,-58.65381037
BUENOS AIRES,Hurlingham,William C. Morris,51471,--,SI,--,SI,--,SI,--,SI,SI,6408010,-34.58156228,-58.65830054
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,111138,SI,SI,SI,SI,SI,SI,SI,SI,SI,6410010,-34.64405512,-58.68848933
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,23264,--,--,--,--,--,SI,--,SI,SI,6410010,-34.66994303,-58.67330442
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,33422,SI,SI,SI,SI,--,SI,SI,SI,SI,6410010,-34.61686958,-58.6932875
BUENOS AIRES,José C. Paz,Del Viso,6873,--,SI,--,--,--,--,--,SI,SI,6412010,-34.48049579,-58.8042589
BUENOS AIRES,José C. Paz,José C Paz,250301,SI,SI,SI,SI,SI,SI,SI,SI,SI,6412010,-34.5211612,-58.77088111
BUENOS AIRES,Quilmes,Quilmes Oeste,133980,SI,SI,SI,SI,--,SI,SI,SI,SI,6658010,-34.74779899,-58.29994402
BUENOS AIRES,Quilmes,San Francisco Solano,59962,--,SI,--,SI,--,SI,SI,SI,SI,6658010,-34.77777307,-58.31015613
BUENOS AIRES,Quilmes,Villa La Florida,35135,SI,SI,SI,SI,--,SI,SI,SI,SI,6658010,-34.76888413,-58.29570925
BUENOS AIRES,Ramallo,El Paraíso,423,SI,--,--,SI,--,SI,SI,--,--,6665010,-33.56791527,-59.97911235
BUENOS AIRES,Ramallo,Las Bahamas,31,--,--,--,--,--,--,--,SI,SI,6665020,-33.63661008,-59.98955635
BUENOS AIRES,Ramallo,Pérez Millán,4570,--,--,--,SI,--,--,SI,SI,SI,6665030,-33.76744978,-60.09273437
BUENOS AIRES,Ramallo,Ramallo,13319,SI,SI,--,SI,SI,SI,SI,SI,SI,6665040,-33.48770212,-60.00722097
BUENOS AIRES,Ramallo,Villa General Savio (Est. Sánchez),1511,--,--,--,--,--,--,--,SI,SI,6665050,-33.43526722,-60.14513165
BUENOS AIRES,Ramallo,Villa Ramallo,11280,SI,SI,--,SI,--,SI,SI,SI,SI,6665060,-33.50229321,-60.0650138
BUENOS AIRES,Villarino,Colonia San Adolfo,109,--,--,--,--,--,--,--,--,--,6875020,-39.39839525,-62.57117211
BUENOS AIRES,Villarino,Country Los Medanos,61,--,--,--,--,--,SI,--,--,--,6875025,-38.84684459,-62.73874189
BUENOS AIRES,Villarino,Hilario Ascasubi,3427,--,--,--,--,--,--,SI,SI,SI,6875030,-39.37586026,-62.64779009
BUENOS AIRES,Villarino,Juan Cousté (Est. Algarrobo),1993,--,--,SI,--,--,SI,SI,SI,SI,6875040,-38.89426042,-63.13615819
BUENOS AIRES,Villarino,Mayor Buratovich,5372,SI,--,--,SI,--,--,SI,SI,SI,6875050,-39.25909468,-62.61578896
BUENOS AIRES,Villarino,Médanos,5245,SI,SI,SI,--,--,SI,SI,SI,SI,6875060,-38.82931455,-62.69433216
BUENOS AIRES,Villarino,Pedro Luro,9494,SI,SI,--,SI,--,SI,SI,SI,SI,6875070,-39.50077673,-62.68743172
BUENOS AIRES,Villarino,Teniente Origone,145,--,--,--,--,--,SI,SI,--,SI,6875080,-39.05805867,-62.56971374
BUENOS AIRES,Zárate,Barrio Saavedra,0,--,--,--,--,--,--,--,SI,SI,6882050,-34.12638434,-59.02015676
BUENOS AIRES,Zárate,Country Club El Casco,452,--,--,--,--,--,--,--,SI,SI,6882020,-34.12758851,-59.0834596
BUENOS AIRES,Zárate,Escalada,213,--,--,--,--,--,--,--,--,--,6882030,-34.16093319,-59.11253998
BUENOS AIRES,Zárate,Lima,10219,SI,--,--,SI,SI,--,--,SI,SI,6882040,-34.04363359,-59.19733396
MENDOZA,Tupungato,La Arboleda,540,--,--,--,--,--,SI,--,--,SI,50126040,-33.36882678,-69.12473637
MENDOZA,Tupungato,San José,1445,--,--,--,SI,--,SI,--,SI,SI,50126050,-33.30684501,-69.16457809
CABA,COMUNA 14,PALERMO,225970,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.57389998,-58.42243645
CHUBUT,Escalante,Rada Tilly,9098,SI,--,SI,SI,--,SI,SI,SI,SI,26021050,-45.93680192,-67.56539602
CHUBUT,Florentino Ameghino,Camarones,1296,--,--,--,--,SI,SI,SI,--,SI,26028010,-44.79829087,-65.71059929
CHUBUT,Florentino Ameghino,Garayalde,18,--,--,--,--,--,SI,--,--,--,26028020,-44.67957837,-66.60973646
CHUBUT,Futaleufú,Aldea Escolar,359,--,--,--,--,--,--,SI,--,--,26035010,-43.11981876,-71.55889675
CHUBUT,Futaleufú,Corcovado,1820,--,--,SI,--,SI,--,SI,--,--,26035020,-43.53800217,-71.46596162
CHUBUT,Futaleufú,Esquel,32343,SI,SI,SI,--,SI,SI,SI,SI,SI,26035030,-42.91332389,-71.31851163
CHUBUT,Futaleufú,Lago Rosario,87,--,--,--,--,SI,--,SI,--,--,26035040,-43.25001685,-71.35123184
CHUBUT,Futaleufú,Los Cipreses,179,--,--,--,--,SI,--,SI,--,--,26035050,-43.18471462,-71.64139193
CHUBUT,Futaleufú,Trevelín,6353,SI,--,SI,--,SI,SI,SI,SI,SI,26035060,-43.09087119,-71.46548537
CHUBUT,Futaleufú,Villa Futalaufquen,28,--,--,--,--,SI,--,SI,--,--,26035070,-42.90063759,-71.60615351
CHUBUT,Gaiman,28 de Julio,237,--,--,--,SI,SI,--,--,SI,SI,26042040,-43.38097713,-65.83868774
CHUBUT,Gaiman,Dique Florentino Ameghino,156,--,--,--,--,--,--,SI,--,--,26042010,-43.70328475,-66.47940032
CHUBUT,Gaiman,Dolavon,2887,--,--,SI,SI,SI,--,SI,--,SI,26042020,-43.30929758,-65.70873884
CHUBUT,Gaiman,Gaiman,4730,SI,--,SI,SI,SI,--,SI,SI,SI,26042030,-43.28880748,-65.4924135
CHUBUT,Gastre,Blancuntre,82,--,--,--,--,SI,--,SI,--,--,26049010,-42.56838923,-68.91909162
CHUBUT,Gastre,El Escorial,89,--,--,--,--,SI,--,SI,--,--,26049020,-43.09807004,-68.55960334
CHUBUT,Gastre,Gastre,602,--,--,--,--,--,SI,SI,--,SI,26049030,-42.26562046,-69.2210979
CHUBUT,Gastre,Lagunita Salada,129,--,--,--,--,SI,SI,SI,--,--,26049040,-42.71677928,-69.18847239
CHUBUT,Gastre,Yala Laubat,37,--,--,--,--,SI,--,--,--,--,26049050,-42.76713545,-68.87542179
CHUBUT,Languiñeo,Aldea Epulef,247,--,--,--,--,SI,SI,SI,--,--,26056010,-43.2341166,-69.71129378
CHUBUT,Languiñeo,Carrenleufú,317,--,--,--,--,SI,--,SI,--,--,26056020,-43.58568854,-71.70090202
CHUBUT,Languiñeo,Colan Conhue,262,--,--,--,--,SI,SI,SI,--,--,26056030,-43.2425977,-69.93021819
CHUBUT,Languiñeo,Paso del Sapo,472,--,--,--,--,SI,SI,SI,--,--,26056040,-42.737111,-69.61100209
CORDOBA,Santa María,Despeñaderos,5758,SI,--,--,SI,--,SI,SI,SI,SI,14147080,-31.81705159,-64.28898941
CORDOBA,Santa María,Dique Chico,167,--,--,--,--,--,--,--,--,--,14147090,-31.75185205,-64.3627643
CORDOBA,Santa María,El Potrerillo,85,--,--,--,--,--,--,--,SI,SI,14147095,-31.6456182,-64.48161715
CORDOBA,Santa María,Falda del Cañete,29,--,--,--,--,--,--,--,SI,SI,14147100,-31.53452379,-64.45595536
CORDOBA,Santa María,Falda del Carmen,170,--,--,--,--,--,--,SI,--,SI,14147110,-31.58546327,-64.45488145
CORDOBA,Santa María,José de la Quintana,419,--,--,--,--,--,--,--,--,SI,14147115,-31.80349305,-64.41885653
CORDOBA,Santa María,La Boca del Río,80,--,--,--,--,--,--,--,--,--,14147120,-31.8374173,-64.43364117
CORDOBA,Santa María,La Carbonada,207,--,--,--,--,--,--,--,--,SI,14147130,-31.52856946,-64.07125564
CORDOBA,Santa María,La Cumbrecita,0,--,--,--,--,--,SI,SI,--,--,14147280,-31.898333,-64.773333
CORDOBA,Santa María,La Donosa,0,--,--,--,--,--,SI,--,--,--,14147280,-31.64303069,-64.34538269
CORDOBA,Santa María,La Paisanita,60,SI,--,--,--,--,SI,SI,--,SI,14147150,-31.71942061,-64.477915
CORDOBA,Santa María,La Perla,895,--,--,--,--,--,--,--,SI,SI,14147160,-31.44255792,-64.34848593
CORDOBA,Santa María,La Rancherita,129,--,--,--,--,--,SI,--,--,--,14147170,-31.75746754,-64.44869028
CORDOBA,Santa María,La Serranita,430,--,--,--,--,--,SI,SI,SI,SI,14147180,-31.73313408,-64.45641545
CORDOBA,Santa María,Los Cedros - Las Quintas,1069,--,--,--,--,--,--,SI,SI,SI,14147190,-31.52625099,-64.28475842
CORDOBA,Santa María,Lozada,1013,--,--,--,--,--,SI,SI,SI,SI,14147200,-31.64845453,-64.08997961
CORDOBA,Santa María,Malagueño,7136,SI,--,--,SI,--,SI,SI,SI,SI,14147210,-31.4648051,-64.3584262
CORDOBA,Santa María,Mi Valle,0,--,--,--,--,--,--,--,--,--,14147220,-31.57259138,-64.33419103
CORDOBA,Santa María,Milenica,0,--,--,--,--,--,--,--,SI,SI,14147217,-31.4572735,-64.40571061
FORMOSA,Pirané,Pirané,20335,--,--,--,SI,SI,SI,--,SI,SI,34056040,-25.73064179,-59.10752059
FORMOSA,Pirané,Villa Kilómetro 213,4675,--,--,--,--,--,SI,SI,--,SI,34056050,-26.18646265,-59.36839506
FORMOSA,Ramón Lista,El Potrillo,3371,--,--,--,--,--,SI,--,--,--,34063010,-23.16076632,-62.0107787
FORMOSA,Ramón Lista,El Quebracho,415,--,--,--,--,--,SI,--,--,--,34063030,-23.33948691,-61.87346595
FORMOSA,Ramón Lista,General Mosconi,1902,--,--,--,SI,SI,SI,SI,--,--,34063020,-23.18271862,-62.30406854
JUJUY,Cochinoca,Abdón Castro Tolay,279,--,--,--,--,--,--,--,--,--,38007010,-23.3386411,-66.09014323
JUJUY,Cochinoca,Abra Pampa,8705,--,--,--,--,SI,SI,SI,--,SI,38007020,-22.72156976,-65.69321375
JUJUY,Cochinoca,Abralaite,56,--,--,--,--,--,--,SI,--,--,38007030,-23.15381683,-65.7853352
JUJUY,Cochinoca,Agua de Castilla,96,--,--,--,--,--,--,--,--,--,38007035,-23.21611073,-65.81268328
JUJUY,Cochinoca,Casabindo,118,--,--,--,--,--,--,--,--,--,38007040,-22.94390523,-66.02873304
JUJUY,Cochinoca,Cochinoca,67,--,--,--,--,--,--,--,--,--,38007050,-22.74190054,-65.89729251
JUJUY,Cochinoca,La Redonda,45,--,--,--,--,SI,--,--,--,--,38007055,-22.52897922,-65.52278065
JUJUY,Cochinoca,Puesto del Marquéz,255,--,--,--,SI,--,--,--,--,SI,38007060,-22.53517977,-65.69883994
JUJUY,Cochinoca,Quebraleña,53,--,--,--,--,--,--,--,--,--,38007063,-23.28587029,-65.77008825
JUJUY,Cochinoca,Quera,34,--,--,--,--,--,--,--,--,--,38007067,-23.10083936,-65.76286386
JUJUY,Cochinoca,Rinconadillas,189,--,--,--,--,--,--,--,--,--,38007070,-23.28866435,-65.94123354
JUJUY,Cochinoca,San Francisco de Alfarcito,169,--,--,--,--,--,--,--,--,--,38007080,-23.27530252,-65.94638046
JUJUY,Cochinoca,Santa Ana de la Puna,41,--,--,--,--,--,--,--,--,--,38007085,-23.1466006,-66.03210333
JUJUY,Cochinoca,Santuario de Tres Pozos,152,--,--,--,--,--,--,--,--,--,38007090,-23.51550696,-65.94761287
JUJUY,Cochinoca,Tambillos,122,--,--,--,--,--,--,--,--,--,38007095,-22.88957497,-65.96301377
JUJUY,Cochinoca,Tusaquillas,134,--,--,--,--,--,--,--,--,--,38007100,-23.17094554,-65.97324279
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,82,--,--,--,SI,SI,SI,--,--,--,38021065,-23.94829809,-65.29846132
JUJUY,Doctor Manuel Belgrano,Guerrero,518,SI,SI,--,SI,--,--,SI,SI,SI,38021010,-24.1861828,-65.44463125
JUJUY,Doctor Manuel Belgrano,La Almona,42,--,SI,--,SI,--,--,--,--,--,38021020,-24.26075382,-65.39573769
JUJUY,Doctor Manuel Belgrano,León,630,--,SI,--,--,SI,--,--,--,--,38021030,-24.03596327,-65.43155589
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),1388,--,--,--,--,--,SI,SI,SI,SI,38021040,-24.07735974,-65.40470048
JUJUY,Doctor Manuel Belgrano,Ocloyas,70,--,--,--,--,--,--,--,--,--,38021050,-23.90965383,-65.19550658
JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,0,--,--,--,--,--,--,--,--,--,38021050,-24.14365889,-65.48291998
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),257970,SI,SI,--,SI,SI,SI,SI,SI,SI,38021060,-24.19535779,-65.30245064
JUJUY,Doctor Manuel Belgrano,Yala,1953,--,--,--,--,SI,SI,SI,SI,SI,38021070,-24.12175462,-65.41457262
JUJUY,El Carmen,Aguas Calientes,2563,--,--,--,--,--,SI,--,--,--,38014010,-24.58387596,-64.92352725
JUJUY,El Carmen,Barrio El Milagro,1321,--,--,--,--,--,--,--,--,--,38014020,-24.46123612,-65.11905426
JUJUY,El Carmen,Barrio La Unión,700,--,--,--,--,--,--,SI,--,--,38014030,-24.40354207,-65.06859011
JUJUY,El Carmen,El Carmen,13623,SI,SI,--,SI,SI,SI,SI,SI,SI,38014040,-24.38551192,-65.26051942
JUJUY,El Carmen,Fleming,0,--,--,--,--,--,--,--,SI,SI,38014040,-24.58737634,-64.92405779
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),864,--,--,--,--,--,--,--,SI,SI,38014050,-24.47357141,-65.07439298
JUJUY,El Carmen,Loteo San Vicente,211,--,--,--,--,--,--,--,--,SI,38014055,-24.42932484,-65.18439715
JUJUY,El Carmen,Manantiales,326,--,--,--,--,SI,--,--,SI,SI,38014060,-24.50568661,-64.97592629
MENDOZA,Tupungato,Tupungato,13218,SI,--,--,SI,SI,SI,SI,SI,SI,50126060,-33.36436381,-69.1513191
MENDOZA,Tupungato,Villa Bastias,0,--,--,--,--,--,--,--,--,--,50126020,-33.34209864,-69.14877585
MISIONES,25 de Mayo,25 de Mayo,3838,--,--,--,--,SI,--,SI,--,SI,54119060,-27.37157199,-54.74752249
MISIONES,25 de Mayo,Alba Posse,486,--,--,--,SI,--,--,SI,--,SI,54119010,-27.5641505,-54.68701124
MISIONES,25 de Mayo,Alicia Baja,219,--,--,--,--,--,SI,--,--,--,54119025,-27.42854213,-54.35750815
MISIONES,25 de Mayo,Colonia Alicia,277,--,--,--,--,--,SI,--,--,SI,54119020,-27.3792091,-54.36729997
MISIONES,25 de Mayo,Colonia Aurora,832,--,--,--,--,SI,SI,SI,--,SI,54119030,-27.47955796,-54.51543566
MISIONES,25 de Mayo,San Francisco de Asís,603,--,--,--,SI,--,SI,--,--,--,54119040,-27.45977865,-54.74780692
MISIONES,25 de Mayo,Santa Rita,1433,--,--,--,SI,SI,SI,SI,--,SI,54119050,-27.51835294,-54.73057126
MISIONES,Apóstoles,Apóstoles,24083,SI,SI,--,SI,SI,SI,SI,SI,SI,54007010,-27.90980688,-55.75321262
MISIONES,Apóstoles,Azara,3165,--,SI,--,--,SI,SI,SI,SI,SI,54007020,-28.05725121,-55.67679938
MISIONES,Apóstoles,Barrio Rural,291,--,--,--,--,--,--,--,--,--,54007025,-27.88391882,-55.78578096
MISIONES,Apóstoles,Estación Apóstoles,2627,--,--,--,--,--,--,--,SI,SI,54007030,-27.90795943,-55.80795841
MISIONES,Apóstoles,Pindapoy,732,--,--,--,--,--,--,--,--,--,54007040,-27.74742723,-55.79324858
MISIONES,Apóstoles,Rincón de Azara,252,--,--,--,--,--,--,--,--,--,54007050,-28.10807791,-55.63188798
MISIONES,Apóstoles,San José,5338,SI,--,--,SI,--,SI,SI,SI,SI,54007060,-27.765318,-55.77469208
CABA,COMUNA 09,LINIERS,44132,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.64379608,-58.5191299
CHUBUT,Languiñeo,Tecka,1237,--,--,--,--,SI,--,SI,--,--,26056050,-43.49358208,-70.81356083
CHUBUT,Mártires,El Mirasol,57,--,--,--,--,SI,--,--,--,--,26063010,-43.28529327,-67.76031138
CHUBUT,Mártires,Las Plumas,480,--,--,--,--,SI,--,SI,--,--,26063020,-43.72239796,-67.28699567
CHUBUT,Paso de Indios,Cerro Cóndor,67,--,SI,--,--,SI,--,SI,--,--,26070010,-43.42331987,-69.16409235
CHUBUT,Paso de Indios,Los Altares,230,--,--,--,--,SI,SI,SI,--,--,26070020,-43.871193,-68.43011688
CHUBUT,Paso de Indios,Paso de Indios,1264,--,--,--,--,SI,--,SI,--,SI,26070030,-43.86630541,-69.04488709
CHUBUT,Rawson,Playa Magagna,76,--,SI,--,--,--,SI,--,--,--,26077010,-43.38212086,-65.04493257
CHUBUT,Rawson,Playa Unión,6775,SI,SI,SI,SI,--,SI,SI,SI,SI,26077020,-43.32194085,-65.04759874
CABA,COMUNA 09,PARQUE AVELLANEDA,53229,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.64864129,-58.4764564
CORDOBA,Santa María,Monte Ralo,518,--,--,--,--,--,SI,--,SI,SI,14147220,-31.91157498,-64.23999185
CORDOBA,Santa María,Potrero de Garay,1017,--,--,--,SI,--,SI,SI,SI,SI,14147230,-31.78241597,-64.54240688
CORDOBA,Santa María,Rafael García,555,--,--,--,--,--,SI,SI,--,SI,14147240,-31.64653739,-64.25847877
CORDOBA,Santa María,San Clemente,134,--,--,--,--,--,--,SI,SI,SI,14147250,-31.71665465,-64.6265869
CORDOBA,Santa María,San Nicolás,1171,SI,--,--,--,--,--,SI,SI,SI,14147260,-31.43515139,-64.44921541
CORDOBA,Santa María,Socavones,263,--,--,--,--,--,--,--,--,--,14147270,-31.54939651,-64.14307404
CORDOBA,Santa María,Tejas Tres,0,--,--,--,--,--,--,--,--,--,14147220,-31.46612929,-64.36709497
CORDOBA,Santa María,Tierra Alta,0,--,--,--,--,--,--,--,--,--,14147220,-31.47230295,-64.47079459
BUENOS AIRES,San Andrés de Giles,Azcuénaga,312,--,--,--,SI,--,SI,SI,--,--,6728010,-34.36379109,-59.37459911
BUENOS AIRES,San Andrés de Giles,Cucullú,551,--,--,--,--,--,SI,SI,--,--,6728020,-34.44608707,-59.36225533
BUENOS AIRES,San Andrés de Giles,Franklin,87,--,--,--,--,--,--,--,--,--,6728030,-34.61039087,-59.63017952
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,16243,SI,SI,SI,SI,SI,--,SI,SI,SI,6728040,-34.44590808,-59.44516736
BUENOS AIRES,San Andrés de Giles,Solís,1001,SI,--,--,SI,SI,SI,SI,--,--,6728050,-34.29897129,-59.32505473
BUENOS AIRES,San Andrés de Giles,Villa Espil,157,--,--,--,--,--,SI,--,--,--,6728060,-34.5066814,-59.33726613
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,477,--,--,--,SI,--,SI,SI,--,--,6728070,-34.43520218,-59.26039588
BUENOS AIRES,San Antonio de Areco,Duggan,573,--,--,--,SI,--,SI,SI,--,--,6735010,-34.2071973,-59.63570553
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,19768,SI,SI,SI,SI,SI,SI,SI,SI,SI,6735020,-34.25037631,-59.47086348
BUENOS AIRES,San Antonio de Areco,Villa Lía,1182,SI,--,--,SI,--,SI,SI,--,SI,6735030,-34.12377407,-59.43137257
BUENOS AIRES,San Cayetano,Balneario San Cayetano,46,--,--,--,SI,--,SI,SI,--,SI,6742010,-38.7481815,-59.42920459
BUENOS AIRES,San Cayetano,Ochandío,51,--,--,--,--,--,SI,--,--,--,6742020,-38.35982445,-59.79353493
CATAMARCA,Belén,La Puntilla,236,--,--,--,--,--,--,--,--,--,10035090,-27.66879995,-66.98318542
CATAMARCA,Belén,Las Juntas,258,--,--,--,--,--,SI,--,--,--,10035100,-27.52552673,-67.12303271
CATAMARCA,Belén,Londres,2456,--,--,--,--,SI,SI,SI,--,SI,10035110,-27.70914417,-67.15212886
CATAMARCA,Belén,Los Nacimientos,215,--,--,--,--,--,--,SI,--,SI,10035120,-27.12763139,-66.71253363
CATAMARCA,Belén,Puerta de Corral Quemado,575,--,--,--,--,--,--,--,--,--,10035130,-27.21429193,-66.92631786
CATAMARCA,Belén,Puerta de San José,277,--,--,--,--,--,--,--,--,--,10035140,-27.53974121,-67.01533105
CATAMARCA,Belén,Villa Vil,481,--,--,--,--,--,--,--,--,--,10035150,-27.07108068,-66.8307697
CATAMARCA,Capayán,Adolfo E. Carranza,32,--,--,--,--,--,--,--,--,--,10042010,-29.02697752,-65.97193154
CATAMARCA,Capayán,Balde de la Punta,116,--,--,--,--,--,--,SI,--,--,10042020,-29.55894842,-65.58072407
CATAMARCA,Capayán,Capayán,636,--,--,--,--,SI,--,--,--,SI,10042030,-28.78071064,-66.03864554
CATAMARCA,Capayán,Chumbicha,4531,SI,--,--,SI,SI,SI,SI,SI,SI,10042040,-28.84756527,-66.24135678
CATAMARCA,Capayán,Colonia del Valle,854,--,--,--,--,SI,--,SI,--,--,10042050,-28.66595723,-65.87520533
CATAMARCA,Capayán,Colonia Nueva Coneta,1951,--,--,--,SI,SI,SI,SI,SI,SI,10042060,-28.58592186,-65.83843305
CATAMARCA,Capayán,Concepción,387,--,--,--,--,--,--,--,--,--,10042070,-28.70278781,-66.06844044
CATAMARCA,Capayán,Coneta,653,--,--,--,SI,SI,--,SI,--,--,10042080,-28.58249405,-65.88328995
CATAMARCA,Capayán,El Bañado,158,--,--,--,--,--,--,--,--,--,10042090,-28.64929104,-65.81840839
CATAMARCA,Capayán,Huillapima,2416,--,--,--,SI,SI,SI,SI,SI,SI,10042100,-28.73265335,-65.96926713
